Senate - 1996 Election																
First Preference Votes by Candidate																
By Vote Type by Division																


New South Wales																

Banks (78925)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
O		TICKET VOTES	GRY	56	0.09	2	0.05	0	0	5	0.29	3	0.17	0	66	0.09
		"VERHEYEN, John"	GRY	7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
		"HETTERSCHEID, Theo"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"SEGERSTROM, Bob"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PICKERING, Olga"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	GRY	63	0.1	2	0.05	0	0	5	0.29	3	0.17	0	73	0.1
P		TICKET VOTES	NLP	32	0.05	2	0.05	2	0.31	1	0.06	1	0.06	0	38	0.05
		"KNOLES, Catherine"	NLP	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"JUDD, Ines"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	37	0.06	2	0.05	2	0.31	1	0.06	1	0.06	0	43	0.06
Q		TICKET VOTES	ABF	285	0.46	49	1.13	6	0.92	10	0.58	12	0.69	0	362	0.51
		"FINDLAY-BARNES, Teresa"	ABF	17	0.03	0	0	0	0	1	0.06	0	0	0	18	0.03
		"TRIBE, David"	ABF	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ABF	302	0.48	49	1.13	6	0.92	11	0.64	12	0.69	0	380	0.54
R		TICKET VOTES	CTA	842	1.35	71	1.63	6	0.92	20	1.16	21	1.21	0	960	1.36
		"WEBSTER, Alasdair"	CTA	131	0.21	10	0.23	0	0	7	0.41	6	0.35	0	154	0.22
		"WEBSTER, Elaine"	CTA	2	0	0	0	0	0	0	0	0	0	0	2	0
		"McLENNAN, Graham Clarke"	CTA	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		"BIRD, Bill"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"COLEMAN, Bruce"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CTA	976	1.56	82	1.88	6	0.92	27	1.57	27	1.56	0	1118	1.58
UNGROUPED																
		"JONES, Morris"	IND	7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
		"IVOR, F"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BARBARA, John"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HURLEY, Jade"	IND	95	0.15	2	0.05	0	0	2	0.12	1	0.06	0	100	0.14
		"PINNIGER, Gretel"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		"UNDERWOOD, Dian"	IND	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"PATTERSON, Ray"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		"PIGGIN, David"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"BRADLEY, Bill"	IND	5	0.01	1	0.02	0	0	0	0	0	0	0	6	0.01
		Ungrouped Total		115	0.18	4	0.09	0	0	2	0.12	1	0.06	0	122	0.17
			FORMAL	62387	93.45	4351	97.23	651	94.35	1717	97.23	1730	96.86	0	70836	93.85
			INFORMAL	4370	6.55	124	2.77	39	5.65	49	2.77	56	3.14	0	4638	6.15
			TOTAL	66757	88.45	4475	5.93	690	0.91	1766	2.34	1786	2.37	0	75474	96.38



Wentworth (81437)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	RARI	497	0.8	36	0.75	5	0.49	33	0.72	12	0.4	0	583	0.78
		"KITSON, David"	RARI	83	0.13	9	0.19	1	0.1	11	0.24	9	0.3	0	113	0.15
		"O'CALLAGHAN, Carolyn"	RARI	3	0	0	0	0	0	1	0.02	0	0	0	4	0.01
		Group Total	RARI	583	0.94	45	0.93	6	0.58	45	0.98	21	0.7	0	700	0.93
B		TICKET VOTES	LNP	29740	48.14	1939	40.19	393	38.27	2404	52.57	1712	56.93	0	36188	48.12
	#	"WOODS, Bob"	LP	469	0.76	32	0.66	7	0.68	38	0.83	31	1.03	0	577	0.77
	#	"BROWNHILL, David"	NP	16	0.03	1	0.02	0	0	2	0.04	1	0.03	0	20	0.03
	#	"COONAN, Helen"	LP	76	0.12	10	0.21	3	0.29	8	0.17	6	0.2	0	103	0.14
		"CONSTANTIN, Abraham"	LP	25	0.04	2	0.04	0	0	3	0.07	3	0.1	0	33	0.04
		Group Total	LNP	30326	49.09	1984	41.13	403	39.24	2455	53.68	1753	58.3	0	36921	49.09
C		TICKET VOTES	GRN	2464	3.99	311	6.45	76	7.4	201	4.4	69	2.29	0	3121	4.15
		"SPERLING, Karla"	GRN	462	0.75	50	1.04	10	0.97	36	0.79	15	0.5	0	573	0.76
		"DENTON, Peter"	GRN	10	0.02	3	0.06	0	0	2	0.04	1	0.03	0	16	0.02
		"ELIX, Jane"	GRN	7	0.01	3	0.06	0	0	1	0.02	1	0.03	0	12	0.02
		"MATSON, Murray"	GRN	30	0.05	5	0.1	1	0.1	1	0.02	1	0.03	0	38	0.05
		Group Total	GRN	2973	4.81	372	7.71	87	8.47	241	5.27	87	2.89	0	3760	5
D		TICKET VOTES	NAN	82	0.13	21	0.44	5	0.49	7	0.15	8	0.27	0	123	0.16
		"NASH, Chris"	NAN	26	0.04	5	0.1	0	0	2	0.04	3	0.1	0	36	0.05
		"HALE, Sylvia"	NAN	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	NAN	111	0.18	26	0.54	5	0.49	9	0.2	11	0.37	0	162	0.22
E		TICKET VOTES	SEN	98	0.16	3	0.06	0	0	3	0.07	9	0.3	0	113	0.15
		"EVANS, Beryl"	SEN	16	0.03	1	0.02	0	0	0	0	0	0	0	17	0.02
		"WELSH, Lorraine"	SEN	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	SEN	115	0.19	4	0.08	0	0	3	0.07	9	0.3	0	131	0.17
F		TICKET VOTES	AFI	426	0.69	55	1.14	6	0.58	26	0.57	23	0.76	0	536	0.71
		"PHILLIPS, John"	AFI	111	0.18	4	0.08	1	0.1	7	0.15	3	0.1	0	126	0.17
		"O'REGAN, Bevan"	AFI	3	0	0	0	0	0	0	0	1	0.03	0	4	0.01
		Group Total	AFI	540	0.87	59	1.22	7	0.68	33	0.72	27	0.9	0	666	0.89
G		TICKET VOTES	ALP	17625	28.53	1542	31.97	389	37.88	1174	25.67	729	24.24	0	21459	28.53
	#	"WEST, Sue"	ALP	680	1.1	46	0.95	10	0.97	55	1.2	28	0.93	0	819	1.09
	#	"CHILDS, Bruce"	ALP	38	0.06	4	0.08	1	0.1	1	0.02	3	0.1	0	47	0.06
		"WHEELWRIGHT, Tom"	ALP	47	0.08	6	0.12	0	0	2	0.04	0	0	0	55	0.07
		"BARGHOUT, Rima"	ALP	13	0.02	2	0.04	0	0	6	0.13	0	0	0	21	0.03
		Group Total	ALP	18403	29.79	1600	33.17	400	38.95	1238	27.07	760	25.27	0	22401	29.78
H		TICKET VOTES	DEM	6355	10.29	500	10.36	86	8.37	388	8.48	218	7.25	0	7547	10.03
	#	"BOURNE, Vicki"	DEM	897	1.45	68	1.41	5	0.49	71	1.55	40	1.33	0	1081	1.44
		"CHESTERFIELD-EVANS, Arthur"	DEM	23	0.04	1	0.02	0	0	0	0	3	0.1	0	27	0.04
		"LARCOS, Andrew"	DEM	5	0.01	1	0.02	1	0.1	0	0	0	0	0	7	0.01
		"ANDERSON, Troy"	DEM	22	0.04	3	0.06	0	0	0	0	2	0.07	0	27	0.04
		Group Total	DEM	7302	11.82	573	11.88	92	8.96	459	10.04	263	8.75	0	8689	11.55
I		TICKET VOTES		46	0.07	4	0.08	4	0.39	4	0.09	0	0	0	58	0.08
		"SCHOLLBACH, Robert Frederick"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"STIRLING, Amanda Jane"		2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total		49	0.08	4	0.08	4	0.39	4	0.09	0	0	0	61	0.08
J		TICKET VOTES	ASP	243	0.39	25	0.52	4	0.39	10	0.22	9	0.3	0	291	0.39
		"SIMS, Richard"	ASP	34	0.06	3	0.06	0	0	3	0.07	4	0.13	0	44	0.06
		"BOURKE, Robyn"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"REDFERN, Daniel"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"FRANICH, Rodney"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	279	0.45	28	0.58	4	0.39	13	0.28	13	0.43	0	337	0.45
K		TICKET VOTES		6	0.01	0	0	0	0	1	0.02	0	0	0	7	0.01
		"GALATI, Tony"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"GALATI, Sam"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		6	0.01	0	0	0	0	1	0.02	0	0	0	7	0.01
L		TICKET VOTES	AWP	180	0.29	31	0.64	5	0.49	17	0.37	7	0.23	0	240	0.32
		"DUNCAN, Darelle"	AWP	41	0.07	12	0.25	1	0.1	3	0.07	2	0.07	0	59	0.08
		"THEW, Sarah"	AWP	4	0.01	2	0.04	0	0	0	0	0	0	0	6	0.01
		Group Total	AWP	225	0.36	45	0.93	6	0.58	20	0.44	9	0.3	0	305	0.41
M		TICKET VOTES		5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"BUTLER, Robert H"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"COSGROVE, Lindsay D"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
N		TICKET VOTES	RBR	34	0.06	4	0.08	1	0.1	5	0.11	1	0.03	0	45	0.06
		"BREEN, Peter"	ABR	6	0.01	1	0.02	0	0	0	0	0	0	0	7	0.01
		"McNALLY, Kerry"	RPA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"HOUSEGO, Valerie"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BEKELE, Assefa"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FAHEY, Antoinette"	ABR	1	0	0	0	0	0	0	0	1	0.03	0	2	0
		Group Total	RBR	42	0.07	5	0.1	1	0.1	5	0.11	2	0.07	0	55	0.07
O		TICKET VOTES	GRY	54	0.09	4	0.08	0	0	0	0	9	0.3	0	67	0.09
		"VERHEYEN, John"	GRY	5	0.01	0	0	0	0	1	0.02	1	0.03	0	7	0.01
		"HETTERSCHEID, Theo"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"SEGERSTROM, Bob"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PICKERING, Olga"	GRY	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	GRY	60	0.1	4	0.08	0	0	1	0.02	10	0.33	0	75	0.1
P		TICKET VOTES	NLP	94	0.15	10	0.21	2	0.19	7	0.15	0	0	0	113	0.15
		"KNOLES, Catherine"	NLP	29	0.05	1	0.02	0	0	3	0.07	0	0	0	33	0.04
		"JUDD, Ines"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	124	0.2	11	0.23	2	0.19	10	0.22	0	0	0	147	0.2
Q		TICKET VOTES	ABF	140	0.23	15	0.31	4	0.39	15	0.33	16	0.53	0	190	0.25
		"FINDLAY-BARNES, Teresa"	ABF	16	0.03	1	0.02	0	0	1	0.02	1	0.03	0	19	0.03
		"TRIBE, David"	ABF	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	ABF	159	0.26	16	0.33	4	0.39	16	0.35	17	0.57	0	212	0.28
R		TICKET VOTES	CTA	323	0.52	33	0.68	4	0.39	12	0.26	14	0.47	0	386	0.51
		"WEBSTER, Alasdair"	CTA	70	0.11	5	0.1	0	0	4	0.09	7	0.23	0	86	0.11
		"WEBSTER, Elaine"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"McLENNAN, Graham Clarke"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BIRD, Bill"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"COLEMAN, Bruce"	CTA	1	0	0	0	0	0	1	0.02	0	0	0	2	0
		Group Total	CTA	394	0.64	38	0.79	4	0.39	17	0.37	21	0.7	0	474	0.63
UNGROUPED																
		"JONES, Morris"	IND	4	0.01	3	0.06	0	0	2	0.04	0	0	0	9	0.01
		"IVOR, F"	IND	2	0	1	0.02	0	0	1	0.02	0	0	0	4	0.01
		"BARBARA, John"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HURLEY, Jade"	IND	39	0.06	3	0.06	0	0	0	0	1	0.03	0	43	0.06
		"PINNIGER, Gretel"	IND	25	0.04	3	0.06	1	0.1	0	0	2	0.07	0	31	0.04
		"UNDERWOOD, Dian"	IND	3	0	0	0	1	0.1	0	0	0	0	0	4	0.01
		"PATTERSON, Ray"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PIGGIN, David"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"BRADLEY, Bill"	IND	7	0.01	0	0	0	0	0	0	1	0.03	0	8	0.01
		Ungrouped Total		81	0.13	10	0.21	2	0.19	3	0.07	4	0.13	0	100	0.13
			FORMAL	61779	96	4824	98.09	1027	96.07	4573	97.78	3007	98.01	0	75210	96.32
			INFORMAL	2574	4	94	1.91	42	3.93	104	2.22	61	1.99	0	2875	3.68
			TOTAL	64353	82.41	4918	6.3	1069	1.37	4677	5.99	3068	3.93	0	78085	95.88



Werriwa (77592)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	RARI	898	1.42	78	1.71	11	1.85	23	1.14	15	1.12	0	1025	1.43
		"KITSON, David"	RARI	92	0.15	10	0.22	3	0.5	2	0.1	5	0.37	0	112	0.16
		"O'CALLAGHAN, Carolyn"	RARI	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		Group Total	RARI	996	1.58	88	1.93	14	2.35	25	1.24	20	1.49	0	1143	1.6
B		TICKET VOTES	LNP	19793	31.35	1408	30.91	161	27.01	652	32.39	517	38.5	0	22531	31.45
	#	"WOODS, Bob"	LP	346	0.55	24	0.53	2	0.34	13	0.65	19	1.41	0	404	0.56
	#	"BROWNHILL, David"	NP	10	0.02	1	0.02	0	0	1	0.05	0	0	0	12	0.02
	#	"COONAN, Helen"	LP	24	0.04	5	0.11	0	0	0	0	3	0.22	0	32	0.04
		"CONSTANTIN, Abraham"	LP	11	0.02	0	0	0	0	1	0.05	1	0.07	0	13	0.02
		Group Total	LNP	20184	31.97	1438	31.57	163	27.35	667	33.13	540	40.21	0	22992	32.1
C		TICKET VOTES	GRN	945	1.5	135	2.96	26	4.36	33	1.64	20	1.49	0	1159	1.62
		"SPERLING, Karla"	GRN	75	0.12	8	0.18	1	0.17	4	0.2	3	0.22	0	91	0.13
		"DENTON, Peter"	GRN	5	0.01	0	0	0	0	0	0	1	0.07	0	6	0.01
		"ELIX, Jane"	GRN	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		"MATSON, Murray"	GRN	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	GRN	1028	1.63	144	3.16	27	4.53	37	1.84	24	1.79	0	1260	1.76
D		TICKET VOTES	NAN	78	0.12	12	0.26	3	0.5	2	0.1	1	0.07	0	96	0.13
		"NASH, Chris"	NAN	3	0	1	0.02	0	0	1	0.05	0	0	0	5	0.01
		"HALE, Sylvia"	NAN	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NAN	82	0.13	13	0.29	3	0.5	3	0.15	1	0.07	0	102	0.14
E		TICKET VOTES	SEN	126	0.2	5	0.11	1	0.17	11	0.55	7	0.52	0	150	0.21
		"EVANS, Beryl"	SEN	11	0.02	1	0.02	0	0	0	0	0	0	0	12	0.02
		"WELSH, Lorraine"	SEN	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEN	137	0.22	6	0.13	1	0.17	11	0.55	7	0.52	0	162	0.23
F		TICKET VOTES	AFI	2583	4.09	173	3.8	21	3.52	78	3.87	39	2.9	0	2894	4.04
		"PHILLIPS, John"	AFI	159	0.25	13	0.29	1	0.17	5	0.25	7	0.52	0	185	0.26
		"O'REGAN, Bevan"	AFI	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AFI	2743	4.35	186	4.08	22	3.69	83	4.12	46	3.43	0	3080	4.3
G		TICKET VOTES	ALP	27079	42.89	1894	41.58	262	43.96	856	42.52	495	36.86	0	30586	42.7
	#	"WEST, Sue"	ALP	280	0.44	23	0.5	1	0.17	7	0.35	10	0.74	0	321	0.45
	#	"CHILDS, Bruce"	ALP	26	0.04	0	0	0	0	0	0	3	0.22	0	29	0.04
		"WHEELWRIGHT, Tom"	ALP	16	0.03	1	0.02	0	0	0	0	0	0	0	17	0.02
		"BARGHOUT, Rima"	ALP	16	0.03	0	0	0	0	0	0	0	0	0	16	0.02
		Group Total	ALP	27417	43.43	1918	42.11	263	44.13	863	42.87	508	37.83	0	30969	43.23
H		TICKET VOTES	DEM	6381	10.11	419	9.2	46	7.72	187	9.29	101	7.52	0	7134	9.96
	#	"BOURNE, Vicki"	DEM	410	0.65	32	0.7	1	0.17	7	0.35	10	0.74	0	460	0.64
		"CHESTERFIELD-EVANS, Arthur"	DEM	6	0.01	1	0.02	0	0	0	0	2	0.15	0	9	0.01
		"LARCOS, Andrew"	DEM	3	0	0	0	0	0	0	0	0	0	0	3	0
		"ANDERSON, Troy"	DEM	10	0.02	1	0.02	0	0	2	0.1	0	0	0	13	0.02
		Group Total	DEM	6810	10.79	453	9.95	47	7.89	196	9.74	113	8.41	0	7619	10.64
I		TICKET VOTES		66	0.1	3	0.07	2	0.34	6	0.3	2	0.15	0	79	0.11
		"SCHOLLBACH, Robert Frederick"		1	0	0	0	0	0	1	0.05	0	0	0	2	0
		"STIRLING, Amanda Jane"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		67	0.11	3	0.07	2	0.34	7	0.35	2	0.15	0	81	0.11
J		TICKET VOTES	ASP	989	1.57	76	1.67	19	3.19	34	1.69	18	1.34	0	1136	1.59
		"SIMS, Richard"	ASP	58	0.09	1	0.02	0	0	1	0.05	2	0.15	0	62	0.09
		"BOURKE, Robyn"	ASP	1	0	0	0	0	0	1	0.05	1	0.07	0	3	0
		"REDFERN, Daniel"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"FRANICH, Rodney"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	1050	1.66	77	1.69	19	3.19	36	1.79	21	1.56	0	1203	1.68
K		TICKET VOTES		17	0.03	2	0.04	2	0.34	1	0.05	0	0	0	22	0.03
		"GALATI, Tony"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"GALATI, Sam"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		18	0.03	2	0.04	2	0.34	1	0.05	0	0	0	23	0.03
L		TICKET VOTES	AWP	393	0.62	48	1.05	4	0.67	9	0.45	4	0.3	0	458	0.64
		"DUNCAN, Darelle"	AWP	13	0.02	1	0.02	1	0.17	0	0	0	0	0	15	0.02
		"THEW, Sarah"	AWP	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	AWP	409	0.65	49	1.08	5	0.84	9	0.45	4	0.3	0	476	0.66
M		TICKET VOTES		14	0.02	3	0.07	1	0.17	0	0	0	0	0	18	0.03
		"BUTLER, Robert H"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"COSGROVE, Lindsay D"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		16	0.03	3	0.07	1	0.17	0	0	0	0	0	20	0.03
N		TICKET VOTES	RBR	78	0.12	4	0.09	0	0	3	0.15	2	0.15	0	87	0.12
		"BREEN, Peter"	ABR	3	0	0	0	0	0	2	0.1	0	0	0	5	0.01
		"McNALLY, Kerry"	RPA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOUSEGO, Valerie"	ABR	1	0	0	0	0	0	0	0	0	0	0	1	0
		"BEKELE, Assefa"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FAHEY, Antoinette"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RBR	82	0.13	4	0.09	0	0	5	0.25	2	0.15	0	93	0.13
O		TICKET VOTES	GRY	98	0.16	4	0.09	1	0.17	3	0.15	5	0.37	0	111	0.15
		"VERHEYEN, John"	GRY	4	0.01	1	0.02	0	0	0	0	1	0.07	0	6	0.01
		"HETTERSCHEID, Theo"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"SEGERSTROM, Bob"	GRY	1	0	0	0	0	0	0	0	0	0	0	1	0
		"PICKERING, Olga"	GRY	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	GRY	105	0.17	5	0.11	1	0.17	3	0.15	6	0.45	0	120	0.17
P		TICKET VOTES	NLP	48	0.08	4	0.09	2	0.34	1	0.05	0	0	0	55	0.08
		"KNOLES, Catherine"	NLP	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"JUDD, Ines"	NLP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	NLP	55	0.09	4	0.09	2	0.34	1	0.05	0	0	0	62	0.09
Q		TICKET VOTES	ABF	517	0.82	66	1.45	14	2.35	19	0.94	14	1.04	0	630	0.88
		"FINDLAY-BARNES, Teresa"	ABF	21	0.03	0	0	2	0.34	2	0.1	1	0.07	0	26	0.04
		"TRIBE, David"	ABF	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		Group Total	ABF	538	0.85	67	1.47	16	2.68	21	1.04	15	1.12	0	657	0.92
R		TICKET VOTES	CTA	1064	1.69	78	1.71	7	1.17	40	1.99	26	1.94	0	1215	1.7
		"WEBSTER, Alasdair"	CTA	135	0.21	10	0.22	0	0	2	0.1	5	0.37	0	152	0.21
		"WEBSTER, Elaine"	CTA	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"McLENNAN, Graham Clarke"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"BIRD, Bill"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"COLEMAN, Bruce"	CTA	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	CTA	1206	1.91	89	1.95	7	1.17	42	2.09	31	2.31	0	1375	1.92
UNGROUPED																
		"JONES, Morris"	IND	11	0.02	0	0	0	0	0	0	0	0	0	11	0.02
		"IVOR, F"	IND	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"BARBARA, John"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"HURLEY, Jade"	IND	149	0.24	6	0.13	1	0.17	2	0.1	2	0.15	0	160	0.22
		"PINNIGER, Gretel"	IND	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"UNDERWOOD, Dian"	IND	2	0	0	0	0	0	1	0.05	0	0	0	3	0
		"PATTERSON, Ray"	IND	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"PIGGIN, David"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BRADLEY, Bill"	IND	7	0.01	0	0	0	0	0	0	1	0.07	0	8	0.01
		Ungrouped Total		186	0.29	6	0.13	1	0.17	3	0.15	3	0.22	0	199	0.28
			FORMAL	63129	95.79	4555	97.54	596	95.67	2013	98.34	1343	98.39	0	71636	96.02
			INFORMAL	2773	4.21	115	2.46	27	4.33	34	1.66	22	1.61	0	2971	3.98
			TOTAL	65902	88.33	4670	6.26	623	0.84	2047	2.74	1365	1.83	0	74607	96.15



Victoria																

Aston (79887)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	CIR	94	0.14	5	0.12	1	0.29	10	0.47	1	0.04	0	111	0.15
		"BORZATTI, Will"	CIR	20	0.03	1	0.02	1	0.29	3	0.14	1	0.04	0	26	0.03
		"McKAY, Neil"	CIR	0	0	2	0.05	0	0	0	0	0	0	0	2	0
		Group Total	CIR	114	0.17	8	0.19	2	0.58	13	0.61	2	0.08	0	139	0.18
B		TICKET VOTES	AGV	958	1.44	122	2.83	10	2.92	47	2.2	33	1.32	0	1170	1.55
		"SINGER, Peter"	AGV	133	0.2	19	0.44	1	0.29	12	0.56	8	0.32	-6	167	0.22
		"ALEXANDER, Karen"	AGV	11	0.02	0	0	0	0	0	0	1	0.04	0	12	0.02
		"LUCAS, Helen"	AGV	4	0.01	1	0.02	0	0	0	0	1	0.04	0	6	0.01
		Group Total	AGV	1106	1.66	142	3.3	11	3.22	59	2.76	43	1.73	-6	1355	1.79
C		TICKET VOTES	DLP	716	1.08	69	1.6	7	2.05	33	1.54	15	0.6	0	840	1.11
		"MULHOLLAND, John"	DLP	42	0.06	6	0.14	0	0	2	0.09	1	0.04	0	51	0.07
		"CAHILL, Paul"	DLP	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"ROWE, Michael"	DLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"CREA, Pat"	DLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"CODY, Matthew"	DLP	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		"DODD, Christine"	DLP	1	0	2	0.05	0	0	0	0	0	0	0	3	0
		Group Total	DLP	766	1.15	78	1.81	7	2.05	35	1.64	16	0.64	0	902	1.19
D		TICKET VOTES	LNP	29847	44.88	1788	41.52	125	36.55	1021	47.73	1309	52.53	5	34095	45.03
	#	"ALSTON, Richard K R"	LP	716	1.08	49	1.14	3	0.88	17	0.79	31	1.24	-14	802	1.06
	#	"KEMP, Rod"	LP	9	0.01	2	0.05	0	0	0	0	0	0	0	11	0.01
	#	"PATTERSON, Kay"	LP	20	0.03	1	0.02	0	0	2	0.09	4	0.16	0	27	0.04
		"ETTERY, Robert John"	NP	7	0.01	0	0	0	0	0	0	3	0.12	0	10	0.01
		"HEAD, Robyne L"	LP	5	0.01	1	0.02	0	0	0	0	0	0	0	6	0.01
		"FERNANDEZ, Anthony G"	LP	11	0.02	0	0	0	0	0	0	0	0	1	12	0.02
		Group Total	LNP	30615	46.04	1841	42.75	128	37.43	1040	48.62	1347	54.05	-8	34963	46.17
E		TICKET VOTES	ALP	23099	34.74	1512	35.11	139	40.64	699	32.68	718	28.81	7	26174	34.57
	#	"RAY, Robert Francis"	ALP	413	0.62	27	0.63	2	0.58	10	0.47	23	0.92	-10	465	0.61
	#	"COONEY, Barney"	ALP	16	0.02	1	0.02	0	0	1	0.05	2	0.08	0	20	0.03
		"GILLARD, Julia"	ALP	34	0.05	2	0.05	0	0	1	0.05	4	0.16	-2	39	0.05
		"RAYMOND, Melanie"	ALP	27	0.04	1	0.02	0	0	5	0.23	2	0.08	-4	31	0.04
		Group Total	ALP	23589	35.47	1543	35.83	141	41.23	716	33.47	749	30.06	-9	26729	35.3
F		TICKET VOTES	AFI	723	1.09	52	1.21	7	2.05	20	0.94	50	2.01	0	852	1.13
		"McCORMACK, Denis"	AFI	150	0.23	11	0.26	0	0	7	0.33	4	0.16	-3	169	0.22
		"SPENCER, Robyn Marion"	AFI	7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
		Group Total	AFI	880	1.32	63	1.46	7	2.05	27	1.26	54	2.17	-3	1028	1.36
G		TICKET VOTES	DEM	7406	11.14	474	11.01	36	10.53	187	8.74	206	8.27	1	8310	10.97
	#	"ALLISON, Lyn"	DEM	755	1.14	39	0.91	3	0.88	16	0.75	18	0.72	-18	813	1.07
