Senate -1998 Election															
First Preference Votes by Candidate															
By Vote Type by Division															


New South Wales															

Banks (80108)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
	#	"McGAURAN, Julian John"	NP	28	0.04	1	0.03	0	0	5	0.11	9	0.25	43	0.05
	#	"TCHEN, Tsebin"	LP	3	0	0	0	0	0	0	0	1	0.03	4	0.01
		"SYNON, Karen"	LP	3	0	0	0	0	0	0	0	1	0.03	4	0.01
		"DE MARCHI, Dino"	LP	3	0	1	0.03	0	0	0	0	0	0	4	0.01
		"MACGOWAN, Anna"	LP	7	0.01	0	0	0	0	1	0.02	4	0.11	12	0.02
		Group Total	LNP	23867	35.87	1253	37.29	215	26.54	1679	37.06	1384	38.79	28398	36.04
M		TICKET VOTES	FCP	53	0.08	6	0.18	3	0.37	4	0.09	3	0.08	69	0.09
		"HAIDAR, Abboud"	ACS	12	0.02	1	0.03	1	0.12	1	0.02	0	0	15	0.02
		"ABBOTTO, John Murray"	FLR	1	0	1	0.03	0	0	0	0	0	0	2	0
		Group Total	FCP	66	0.1	8	0.24	4	0.49	5	0.11	3	0.08	86	0.11
N		TICKET VOTES	CTA	385	0.58	25	0.74	2	0.25	38	0.84	29	0.81	479	0.61
		"GRAHAM, Murray"	CTA	69	0.1	4	0.12	1	0.12	4	0.09	12	0.34	90	0.11
		"COOK, Ken"	CTA	1	0	0	0	0	0	0	0	2	0.06	3	0
		Group Total	CTA	455	0.68	29	0.86	3	0.37	42	0.93	43	1.21	572	0.73
O		TICKET VOTES	FST	184	0.28	9	0.27	5	0.62	11	0.24	10	0.28	219	0.28
		"McCORMACK, Denis"	FST	27	0.04	1	0.03	0	0	1	0.02	2	0.06	31	0.04
		"GODFREY, Colin V"	FST	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FST	211	0.32	10	0.3	5	0.62	12	0.26	12	0.34	250	0.32
P		TICKET VOTES	HAN	4191	6.3	173	5.15	58	7.16	319	7.04	223	6.25	4964	6.3
		"SPENCER, Robyn Marion"	HAN	281	0.42	12	0.36	0	0	24	0.53	34	0.95	351	0.45
		"BUCKLEY, Ben"	HAN	14	0.02	2	0.06	0	0	1	0.02	3	0.08	20	0.03
		Group Total	HAN	4486	6.74	187	5.57	58	7.16	344	7.59	260	7.29	5335	6.77
Q		TICKET VOTES	NLP	51	0.08	3	0.09	2	0.25	1	0.02	2	0.06	59	0.07
		"RIGBY, Byron"	NLP	3	0	0	0	0	0	0	0	0	0	3	0
		"SCHLAGER, Raymond"	NLP	0	0	0	0	0	0	0	0	0	0	0	0
		"SCURFIELD, Lorna"	NLP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	NLP	56	0.08	3	0.09	2	0.25	1	0.02	2	0.06	64	0.08
R		TICKET VOTES	ASP	1203	1.81	81	2.41	15	1.85	111	2.45	50	1.4	1460	1.85
		"EAMES, Graham"	ASP	71	0.11	4	0.12	1	0.12	8	0.18	4	0.11	88	0.11
		"SAYERS, Neville"	ASP	1	0	0	0	0	0	0	0	0	0	1	0
		"HUTCHISON, Alan"	ASP	0	0	0	0	0	0	0	0	0	0	0	0
		"FORBES, Graeme"	ASP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	ASP	1277	1.92	85	2.53	16	1.98	119	2.63	54	1.51	1551	1.97
S		TICKET VOTES	DSL	43	0.06	3	0.09	0	0	1	0.02	1	0.03	48	0.06
		"WILLIAMS, Jo"	DSL	6	0.01	2	0.06	0	0	0	0	0	0	8	0.01
		"HEARMAN, Vannessa"	DSL	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	DSL	49	0.07	5	0.15	0	0	1	0.02	1	0.03	56	0.07
T		TICKET VOTES	CEC	29	0.04	1	0.03	1	0.12	1	0.02	5	0.14	37	0.05
		"ISHERWOOD, Craig W"	CEC	4	0.01	1	0.03	0	0	0	0	0	0	5	0.01
		"BARWICK, Robert"	CEC	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CEC	34	0.05	2	0.06	1	0.12	1	0.02	5	0.14	43	0.05
UNGROUPED															
		"MURGATROYD, Cecil G"		7	0.01	2	0.06	0	0	1	0.02	0	0	10	0.01
		"PECH, M H"	IND	2	0	0	0	0	0	0	0	1	0.03	3	0
		"SMITH, Graham"	IND	3	0	0	0	0	0	0	0	0	0	3	0
		"HEFFRON, David"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"McCLURE, Malcolm"	IND	11	0.02	0	0	0	0	0	0	2	0.06	13	0.02
		Ungrouped Total		23	0.03	2	0.06	0	0	1	0.02	3	0.08	29	0.04
			FORMAL	66536	96.43	3360	98.53	810	98.06	4531	98.87	3568	99.06	78805	96.79
			INFORMAL	2465	3.57	50	1.47	16	1.94	52	1.13	34	0.94	2617	3.21
			TOTAL	69001	84.74	3410	4.19	826	1.01	4583	5.63	3602	4.42	81422	97.03



Bruce (84659)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	ABR	180	0.27	9	0.21	3	0.56	13	0.35	4	0.11	209	0.27
		"BULLMORE, Eric"	ABR	19	0.03	3	0.07	0	0	0	0	0	0	22	0.03
		"SYDENHAM, David"	ABR	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	ABR	201	0.3	12	0.28	3	0.56	13	0.35	4	0.11	233	0.3
B		TICKET VOTES		169	0.25	2	0.05	1	0.19	1	0.03	2	0.06	175	0.22
		"TOSCANO, Joe"		3	0	0	0	0	0	0	0	0	0	3	0
		"ROPER, Steve"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		172	0.26	2	0.05	1	0.19	1	0.03	2	0.06	178	0.23
C		TICKET VOTES	DEM	5843	8.8	405	9.5	27	5.04	267	7.22	214	6.07	6756	8.61
		"DOWNEY, Jim"	DEM	474	0.71	35	0.82	2	0.37	27	0.73	22	0.62	560	0.71
		"TOWNSEND, Matthew"	DEM	5	0.01	0	0	0	0	1	0.03	0	0	6	0.01
		"SAUNDERS, Ken"	DEM	16	0.02	1	0.02	0	0	0	0	0	0	17	0.02
		"HARCOURT, Alison"	DEM	45	0.07	2	0.05	0	0	3	0.08	3	0.09	53	0.07
		Group Total	DEM	6383	9.61	443	10.4	29	5.41	298	8.06	239	6.78	7392	9.42
D		TICKET VOTES		874	1.32	45	1.06	13	2.43	59	1.6	47	1.33	1038	1.32
		"COPE, Bill"	UNI	30	0.05	0	0	0	0	1	0.03	2	0.06	33	0.04
		"NGUYEN, Phong"	UNI	9	0.01	1	0.02	0	0	0	0	1	0.03	11	0.01
		"LEE, Wellington"	UNI	3	0	0	0	0	0	0	0	1	0.03	4	0.01
		"SWART, Ricci"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		"ROSE, Markham"	UNI	2	0	0	0	0	0	0	0	0	0	2	0
		"CEROLINI, Vivien"	UNI	0	0	0	0	0	0	0	0	1	0.03	1	0
		"IMAM, Naji"	UNI	0	0	0	0	0	0	0	0	1	0.03	1	0
		"KALANTZIS, Mary"	UNI	4	0.01	1	0.02	0	0	0	0	0	0	5	0.01
		Group Total		923	1.39	47	1.1	13	2.43	60	1.62	53	1.5	1096	1.4
E		TICKET VOTES	GRN	820	1.23	96	2.25	7	1.31	74	2	32	0.91	1029	1.31
		"CLARKE, Charmaine"	GRN	161	0.24	11	0.26	0	0	10	0.27	6	0.17	188	0.24
		"RISSTROM, David"	GRN	2	0	0	0	0	0	0	0	0	0	2	0
		"CONOR, Liz"	GRN	8	0.01	0	0	0	0	0	0	1	0.03	9	0.01
		Group Total	GRN	991	1.49	107	2.51	7	1.31	84	2.27	39	1.11	1228	1.57
F		TICKET VOTES	SEP	19	0.03	3	0.07	0	0	1	0.03	1	0.03	24	0.03
		"PHILLIPS, Sue"	SEP	3	0	1	0.02	0	0	0	0	0	0	4	0.01
		"MARSHALL, Will"	SEP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEP	22	0.03	4	0.09	0	0	1	0.03	1	0.03	28	0.04
G		TICKET VOTES	NDP	47	0.07	8	0.19	1	0.19	2	0.05	0	0	58	0.07
		"SMITH, Gareth"	NDP	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		"GRECH, Jacob"	NDP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NDP	51	0.08	8	0.19	1	0.19	2	0.05	0	0	62	0.08
H		TICKET VOTES	ARP	63	0.09	3	0.07	1	0.19	5	0.14	4	0.11	76	0.1
		"MATHIESON, Ray"	ARP	3	0	0	0	0	0	1	0.03	0	0	4	0.01
		"DRANE, Ted"	ARP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	ARP	68	0.1	3	0.07	1	0.19	6	0.16	4	0.11	82	0.1
I		TICKET VOTES	AWP	143	0.22	19	0.45	5	0.93	5	0.14	13	0.37	185	0.24
		"NICHOLSON, Deb"	AWP	5	0.01	1	0.02	0	0	0	0	1	0.03	7	0.01
		"O'BRIEN, Pat"	AWP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AWP	148	0.22	20	0.47	5	0.93	5	0.14	14	0.4	192	0.24
J		TICKET VOTES	DLP	720	1.08	51	1.2	12	2.24	51	1.38	28	0.79	862	1.1
		"MULHOLLAND, John"	DLP	26	0.04	3	0.07	0	0	3	0.08	3	0.09	35	0.04
		"CREA, Pat"	DLP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	DLP	747	1.12	54	1.27	12	2.24	54	1.46	31	0.88	898	1.14
K		TICKET VOTES	ALP	29235	44.02	1838	43.14	306	57.09	1369	37.02	1400	39.74	34148	43.54
	#	"CONROY, Stephen"	ALP	259	0.39	19	0.45	1	0.19	19	0.51	22	0.62	320	0.41
	#	"CARR, Kim"	ALP	29	0.04	5	0.12	2	0.37	2	0.05	5	0.14	43	0.05
	#	"COLLINS, Jacinta"	ALP	17	0.03	5	0.12	0	0	3	0.08	1	0.03	26	0.03
		"BOYLE, Wendy"	ALP	18	0.03	1	0.02	0	0	0	0	4	0.11	23	0.03
		Group Total	ALP	29558	44.5	1868	43.84	309	57.65	1393	37.67	1432	40.65	34560	44.06
L		TICKET VOTES	LNP	23974	36.1	1464	34.36	139	25.93	1564	42.29	1452	41.21	28593	36.45
	#	"TROETH, Judith"	LP	266	0.4	19	0.45	2	0.37	23	0.62	25	0.71	335	0.43
	#	"McGAURAN, Julian John"	NP	15	0.02	1	0.02	0	0	0	0	4	0.11	20	0.03
	#	"TCHEN, Tsebin"	LP	26	0.04	0	0	2	0.37	1	0.03	1	0.03	30	0.04
		"SYNON, Karen"	LP	20	0.03	4	0.09	0	0	0	0	2	0.06	26	0.03
		"DE MARCHI, Dino"	LP	3	0	0	0	0	0	2	0.05	0	0	5	0.01
		"MACGOWAN, Anna"	LP	24	0.04	0	0	0	0	3	0.08	3	0.09	30	0.04
		Group Total	LNP	24328	36.63	1488	34.92	143	26.68	1593	43.08	1487	42.21	29039	37.02
M		TICKET VOTES	FCP	56	0.08	8	0.19	0	0	3	0.08	4	0.11	71	0.09
		"HAIDAR, Abboud"	ACS	4	0.01	1	0.02	0	0	0	0	1	0.03	6	0.01
		"ABBOTTO, John Murray"	FLR	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FCP	60	0.09	9	0.21	0	0	3	0.08	5	0.14	77	0.1
N		TICKET VOTES	CTA	238	0.36	22	0.52	0	0	25	0.68	31	0.88	316	0.4
		"GRAHAM, Murray"	CTA	57	0.09	5	0.12	0	0	2	0.05	2	0.06	66	0.08
		"COOK, Ken"	CTA	2	0	2	0.05	0	0	0	0	0	0	4	0.01
		Group Total	CTA	297	0.45	29	0.68	0	0	27	0.73	33	0.94	386	0.49
O		TICKET VOTES	FST	38	0.06	2	0.05	0	0	7	0.19	1	0.03	48	0.06
		"McCORMACK, Denis"	FST	3	0	0	0	0	0	0	0	0	0	3	0
		"GODFREY, Colin V"	FST	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FST	41	0.06	2	0.05	0	0	7	0.19	1	0.03	51	0.07
P		TICKET VOTES	HAN	1828	2.75	103	2.42	10	1.87	100	2.7	114	3.24	2155	2.75
		"SPENCER, Robyn Marion"	HAN	148	0.22	9	0.21	0	0	13	0.35	19	0.54	189	0.24
		"BUCKLEY, Ben"	HAN	9	0.01	1	0.02	0	0	2	0.05	2	0.06	14	0.02
		Group Total	HAN	1985	2.99	113	2.65	10	1.87	115	3.11	135	3.83	2358	3.01
Q		TICKET VOTES	NLP	41	0.06	5	0.12	0	0	3	0.08	2	0.06	51	0.07
		"RIGBY, Byron"	NLP	7	0.01	1	0.02	0	0	0	0	0	0	8	0.01
		"SCHLAGER, Raymond"	NLP	0	0	0	0	0	0	0	0	0	0	0	0
		"SCURFIELD, Lorna"	NLP	0	0	0	0	0	0	1	0.03	0	0	1	0
		Group Total	NLP	48	0.07	6	0.14	0	0	4	0.11	2	0.06	60	0.08
R		TICKET VOTES	ASP	295	0.44	41	0.96	1	0.19	24	0.65	32	0.91	393	0.5
		"EAMES, Graham"	ASP	12	0.02	0	0	0	0	0	0	6	0.17	18	0.02
		"SAYERS, Neville"	ASP	0	0	0	0	0	0	0	0	1	0.03	1	0
		"HUTCHISON, Alan"	ASP	0	0	0	0	0	0	0	0	0	0	0	0
		"FORBES, Graeme"	ASP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ASP	307	0.46	41	0.96	1	0.19	24	0.65	39	1.11	412	0.53
S		TICKET VOTES	DSL	50	0.08	3	0.07	1	0.19	5	0.14	1	0.03	60	0.08
		"WILLIAMS, Jo"	DSL	3	0	1	0.02	0	0	0	0	0	0	4	0.01
		"HEARMAN, Vannessa"	DSL	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	DSL	53	0.08	4	0.09	1	0.19	5	0.14	1	0.03	64	0.08
T		TICKET VOTES	CEC	14	0.02	0	0	0	0	1	0.03	0	0	15	0.02
		"ISHERWOOD, Craig W"	CEC	1	0	0	0	0	0	0	0	0	0	1	0
		"BARWICK, Robert"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	15	0.02	0	0	0	0	1	0.03	0	0	16	0.02
UNGROUPED															
		"MURGATROYD, Cecil G"		8	0.01	0	0	0	0	2	0.05	0	0	10	0.01
		"PECH, M H"	IND	2	0	0	0	0	0	0	0	1	0.03	3	0
		"SMITH, Graham"	IND	1	0	1	0.02	0	0	0	0	0	0	2	0
		"HEFFRON, David"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"McCLURE, Malcolm"	IND	6	0.01	0	0	0	0	0	0	0	0	6	0.01
		Ungrouped Total		18	0.03	1	0.02	0	0	2	0.05	1	0.03	22	0.03
			FORMAL	66416	95.87	4261	97.11	536	94.04	3698	97.7	3523	98.68	78434	96.13
			INFORMAL	2861	4.13	127	2.89	34	5.96	87	2.3	47	1.32	3156	3.87
			TOTAL	69277	84.91	4388	5.38	570	0.7	3785	4.64	3570	4.38	81590	96.37



Burke (80245)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	ABR	169	0.27	10	0.22	6	0.65	8	0.24	2	0.08	195	0.26
		"BULLMORE, Eric"	ABR	20	0.03	0	0	1	0.11	0	0	0	0	21	0.03
		"SYDENHAM, David"	ABR	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ABR	190	0.3	10	0.22	7	0.76	8	0.24	2	0.08	217	0.29
B		TICKET VOTES		36	0.06	3	0.07	3	0.32	1	0.03	4	0.17	47	0.06
		"TOSCANO, Joe"		0	0	0	0	0	0	0	0	0	0	0	0
		"ROPER, Steve"		2	0	0	0	0	0	0	0	0	0	2	0
		Group Total		38	0.06	3	0.07	3	0.32	1	0.03	4	0.17	49	0.07
C		TICKET VOTES	DEM	5885	9.33	393	8.55	40	4.32	267	8.04	145	6.09	6730	9.05
		"DOWNEY, Jim"	DEM	429	0.68	28	0.61	2	0.22	20	0.6	19	0.8	498	0.67
		"TOWNSEND, Matthew"	DEM	9	0.01	0	0	0	0	0	0	0	0	9	0.01
		"SAUNDERS, Ken"	DEM	12	0.02	0	0	0	0	0	0	0	0	12	0.02
		"HARCOURT, Alison"	DEM	45	0.07	7	0.15	0	0	4	0.12	3	0.13	59	0.08
		Group Total	DEM	6380	10.11	428	9.31	42	4.54	291	8.77	167	7.01	7308	9.83
D		TICKET VOTES		195	0.31	19	0.41	3	0.32	14	0.42	10	0.42	241	0.32
		"COPE, Bill"	UNI	14	0.02	2	0.04	0	0	1	0.03	0	0	17	0.02
		"NGUYEN, Phong"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"LEE, Wellington"	UNI	0	0	1	0.02	0	0	0	0	0	0	1	0
		"SWART, Ricci"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"ROSE, Markham"	UNI	0	0	1	0.02	0	0	0	0	0	0	1	0
		"CEROLINI, Vivien"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"IMAM, Naji"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"KALANTZIS, Mary"	UNI	3	0	1	0.02	0	0	0	0	0	0	4	0.01
		Group Total		212	0.34	24	0.52	3	0.32	15	0.45	10	0.42	264	0.36
E		TICKET VOTES	GRN	939	1.49	114	2.48	12	1.3	43	1.3	24	1.01	1132	1.52
		"CLARKE, Charmaine"	GRN	149	0.24	16	0.35	0	0	8	0.24	2	0.08	175	0.24
		"RISSTROM, David"	GRN	3	0	2	0.04	0	0	0	0	0	0	5	0.01
		"CONOR, Liz"	GRN	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	GRN	1093	1.73	132	2.87	12	1.3	51	1.54	26	1.09	1314	1.77
F		TICKET VOTES	SEP	14	0.02	6	0.13	0	0	4	0.12	4	0.17	28	0.04
		"PHILLIPS, Sue"	SEP	1	0	0	0	0	0	0	0	0	0	1	0
		"MARSHALL, Will"	SEP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	SEP	16	0.03	6	0.13	0	0	4	0.12	4	0.17	30	0.04
G		TICKET VOTES	NDP	63	0.1	7	0.15	1	0.11	9	0.27	3	0.13	83	0.11
		"SMITH, Gareth"	NDP	2	0	0	0	0	0	0	0	1	0.04	3	0
		"GRECH, Jacob"	NDP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NDP	65	0.1	7	0.15	1	0.11	9	0.27	4	0.17	86	0.12
H		TICKET VOTES	ARP	73	0.12	8	0.17	2	0.22	14	0.42	9	0.38	106	0.14
		"MATHIESON, Ray"	ARP	8	0.01	0	0	0	0	0	0	1	0.04	9	0.01
		"DRANE, Ted"	ARP	6	0.01	0	0	0	0	1	0.03	0	0	7	0.01
		Group Total	ARP	87	0.14	8	0.17	2	0.22	15	0.45	10	0.42	122	0.16
I		TICKET VOTES	AWP	219	0.35	31	0.67	4	0.43	17	0.51	12	0.5	283	0.38
		"NICHOLSON, Deb"	AWP	6	0.01	1	0.02	0	0	0	0	1	0.04	8	0.01
		"O'BRIEN, Pat"	AWP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AWP	226	0.36	32	0.7	4	0.43	17	0.51	13	0.55	292	0.39
J		TICKET VOTES	DLP	601	0.95	62	1.35	14	1.51	29	0.87	25	1.05	731	0.98
		"MULHOLLAND, John"	DLP	13	0.02	2	0.04	0	0	3	0.09	0	0	18	0.02
		"CREA, Pat"	DLP	0	0	1	0.02	0	0	0	0	0	0	1	0
		Group Total	DLP	614	0.97	65	1.41	14	1.51	32	0.96	25	1.05	750	1.01
K		TICKET VOTES	ALP	28429	45.05	2010	43.71	517	55.89	1236	37.23	839	35.24	33031	44.44
	#	"CONROY, Stephen"	ALP	258	0.41	21	0.46	5	0.54	14	0.42	17	0.71	315	0.42
	#	"CARR, Kim"	ALP	24	0.04	4	0.09	0	0	2	0.06	5	0.21	35	0.05
	#	"COLLINS, Jacinta"	ALP	21	0.03	2	0.04	0	0	1	0.03	2	0.08	26	0.03
		"BOYLE, Wendy"	ALP	18	0.03	3	0.07	1	0.11	2	0.06	2	0.08	26	0.03
		Group Total	ALP	28750	45.56	2040	44.37	523	56.54	1255	37.8	865	36.33	33433	44.98
L		TICKET VOTES	LNP	21265	33.7	1525	33.17	252	27.24	1282	38.61	978	41.08	25302	34.04
	#	"TROETH, Judith"	LP	208	0.33	16	0.35	4	0.43	17	0.51	17	0.71	262	0.35
	#	"McGAURAN, Julian John"	NP	12	0.02	0	0	0	0	0	0	3	0.13	15	0.02
	#	"TCHEN, Tsebin"	LP	4	0.01	0	0	0	0	0	0	1	0.04	5	0.01
		"SYNON, Karen"	LP	14	0.02	0	0	0	0	2	0.06	0	0	16	0.02
		"DE MARCHI, Dino"	LP	2	0	1	0.02	0	0	0	0	0	0	3	0
		"MACGOWAN, Anna"	LP	16	0.03	2	0.04	0	0	1	0.03	0	0	19	0.03
		Group Total	LNP	21521	34.1	1544	33.58	256	27.68	1302	39.22	999	41.96	25622	34.47
M		TICKET VOTES	FCP	65	0.1	5	0.11	1	0.11	12	0.36	5	0.21	88	0.12
		"HAIDAR, Abboud"	ACS	6	0.01	0	0	0	0	0	0	0	0	6	0.01
		"ABBOTTO, John Murray"	FLR	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FCP	71	0.11	5	0.11	1	0.11	12	0.36	5	0.21	94	0.13
N		TICKET VOTES	CTA	182	0.29	17	0.37	0	0	9	0.27	13	0.55	221	0.3
		"GRAHAM, Murray"	CTA	39	0.06	4	0.09	0	0	1	0.03	3	0.13	47	0.06
		"COOK, Ken"	CTA	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CTA	222	0.35	21	0.46	0	0	10	0.3	16	0.67	269	0.36
O		TICKET VOTES	FST	53	0.08	2	0.04	1	0.11	6	0.18	4	0.17	66	0.09
		"McCORMACK, Denis"	FST	7	0.01	0	0	0	0	0	0	1	0.04	8	0.01
		"GODFREY, Colin V"	FST	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FST	60	0.1	2	0.04	1	0.11	6	0.18	5	0.21	74	0.1
P		TICKET VOTES	HAN	2445	3.87	175	3.81	47	5.08	207	6.23	140	5.88	3014	4.05
		"SPENCER, Robyn Marion"	HAN	190	0.3	14	0.3	2	0.22	16	0.48	19	0.8	241	0.32
		"BUCKLEY, Ben"	HAN	7	0.01	0	0	0	0	0	0	1	0.04	8	0.01
		Group Total	HAN	2642	4.19	189	4.11	49	5.3	223	6.72	160	6.72	3263	4.39
Q		TICKET VOTES	NLP	63	0.1	4	0.09	0	0	2	0.06	3	0.13	72	0.1
		"RIGBY, Byron"	NLP	5	0.01	0	0	0	0	0	0	0	0	5	0.01
		"SCHLAGER, Raymond"	NLP	1	0	0	0	0	0	0	0	0	0	1	0
		"SCURFIELD, Lorna"	NLP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	70	0.11	4	0.09	0	0	2	0.06	3	0.13	79	0.11
R		TICKET VOTES	ASP	727	1.15	71	1.54	7	0.76	53	1.6	53	2.23	911	1.23
		"EAMES, Graham"	ASP	41	0.06	4	0.09	0	0	10	0.3	4	0.17	59	0.08
		"SAYERS, Neville"	ASP	1	0	0	0	0	0	0	0	1	0.04	2	0
		"HUTCHISON, Alan"	ASP	1	0	0	0	0	0	0	0	1	0.04	2	0
		"FORBES, Graeme"	ASP	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	771	1.22	75	1.63	7	0.76	63	1.9	59	2.48	975	1.31
S		TICKET VOTES	DSL	56	0.09	3	0.07	0	0	2	0.06	2	0.08	63	0.08
		"WILLIAMS, Jo"	DSL	2	0	0	0	0	0	0	0	0	0	2	0
		"HEARMAN, Vannessa"	DSL	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	DSL	58	0.09	3	0.07	0	0	2	0.06	2	0.08	65	0.09
T		TICKET VOTES	CEC	7	0.01	0	0	0	0	1	0.03	0	0	8	0.01
		"ISHERWOOD, Craig W"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		"BARWICK, Robert"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	7	0.01	0	0	0	0	1	0.03	0	0	8	0.01
UNGROUPED															
		"MURGATROYD, Cecil G"		8	0.01	0	0	0	0	0	0	1	0.04	9	0.01
		"PECH, M H"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"SMITH, Graham"	IND	2	0	0	0	0	0	1	0.03	1	0.04	4	0.01
		"HEFFRON, David"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"McCLURE, Malcolm"	IND	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		Ungrouped Total		15	0.02	0	0	0	0	1	0.03	2	0.08	18	0.02
			FORMAL	63108	95.72	4598	97.81	925	96.56	3320	97.68	2381	99.17	74332	96.05
			INFORMAL	2823	4.28	103	2.19	33	3.44	79	2.32	20	0.83	3058	3.95
			TOTAL	65931	85.19	4701	6.07	958	1.24	3399	4.39	2401	3.1	77390	96.44



Calwell (87318)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	ABR	262	0.38	14	0.34	6	0.66	7	0.2	3	0.2	292	0.37
		"BULLMORE, Eric"	ABR	31	0.04	1	0.02	0	0	0	0	3	0.2	35	0.04
		"SYDENHAM, David"	ABR	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ABR	294	0.42	15	0.37	6	0.66	7	0.2	6	0.4	328	0.41
B		TICKET VOTES		40	0.06	6	0.15	1	0.11	3	0.09	0	0	50	0.06
		"TOSCANO, Joe"		0	0	0	0	0	0	0	0	0	0	0	0
		"ROPER, Steve"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		40	0.06	6	0.15	1	0.11	3	0.09	0	0	50	0.06
C		TICKET VOTES	DEM	4105	5.91	264	6.48	33	3.63	152	4.43	94	6.24	4648	5.85
		"DOWNEY, Jim"	DEM	168	0.24	4	0.1	0	0	5	0.15	9	0.6	186	0.23
		"TOWNSEND, Matthew"	DEM	1	0	0	0	0	0	1	0.03	0	0	2	0
		"SAUNDERS, Ken"	DEM	7	0.01	0	0	0	0	0	0	0	0	7	0.01
		"HARCOURT, Alison"	DEM	28	0.04	1	0.02	0	0	1	0.03	2	0.13	32	0.04
		Group Total	DEM	4309	6.2	269	6.61	33	3.63	159	4.63	105	6.97	4875	6.14
D		TICKET VOTES		1007	1.45	40	0.98	20	2.2	38	1.11	10	0.66	1115	1.4
		"COPE, Bill"	UNI	8	0.01	0	0	1	0.11	0	0	0	0	9	0.01
		"NGUYEN, Phong"	UNI	6	0.01	0	0	0	0	0	0	0	0	6	0.01
		"LEE, Wellington"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"SWART, Ricci"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"ROSE, Markham"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		"CEROLINI, Vivien"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"IMAM, Naji"	UNI	2	0	0	0	0	0	0	0	0	0	2	0
		"KALANTZIS, Mary"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		1025	1.47	40	0.98	21	2.31	38	1.11	10	0.66	1134	1.43
E		TICKET VOTES	GRN	647	0.93	80	1.96	14	1.54	35	1.02	15	1	791	1
		"CLARKE, Charmaine"	GRN	49	0.07	7	0.17	0	0	5	0.15	0	0	61	0.08
		"RISSTROM, David"	GRN	2	0	0	0	0	0	0	0	0	0	2	0
		"CONOR, Liz"	GRN	6	0.01	0	0	0	0	0	0	0	0	6	0.01
