House of Representatives - 2001 Election: Victoria																																									
Distribution of Preferences																																									
By Polling Place																																									
Gippsland																																									
				JAGO			FRESHWATER			MCCUBBIN			EVANS			BUCKLEY			THORPE			WILLIAMS			BOLITHO			TREASURE			MCGAURAN			ROBINSON			AITKEN				
	FIRST			13	2.57		30	5.93		31	6.13		0	0.00		2	0.40		6	1.19		1	0.20		77	15.22		29	5.73		296	58.50		1	0.20		20	3.95		506	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		1	100.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		13	2.57		30	5.93		31	6.13		0	0.00		2	0.40		6	1.19					77	15.22		30	5.93		296	58.50		1	0.20		20	3.95		506	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00		1	100.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		13	2.57		30	5.93		31	6.13		0	0.00		2	0.40		6	1.19					77	15.22		31	6.13		296	58.50					20	3.95		506	
	FOURTH			1	16.67		0	0.00		0	0.00		1	16.67		3	50.00			Excluded					1	16.67		0	0.00		0	0.00					0	0.00		6	
		TOTAL		14	2.77		30	5.93		31	6.13		1	0.20		5	0.99								78	15.42		31	6.13		296	58.50					20	3.95		506	
	FIFTH			0	0.00		1	20.00		0	0.00		1	20.00			Excluded								3	60.00		0	0.00		0	0.00					0	0.00		5	
		TOTAL		14	2.77		31	6.13		31	6.13		2	0.40											81	16.01		31	6.13		296	58.50					20	3.95		506	
	SIXTH			0	0.00		0	0.00		1	50.00			Excluded											0	0.00		1	50.00		0	0.00					0	0.00		2	
		TOTAL		14	2.77		31	6.13		32	6.32														81	16.01		32	6.32		296	58.50					20	3.95		506	
	SEVENTH				Excluded		6	42.86		3	21.43														0	0.00		3	21.43		2	14.29					0	0.00		14	
		TOTAL					37	7.31		35	6.92														81	16.01		35	6.92		298	58.89					20	3.95		506	
	EIGHTH						6	17.14			Excluded														5	14.29		9	25.71		4	11.43					11	31.43		35	
		TOTAL					43	8.50																	86	17.00		44	8.70		302	59.68					31	6.13		506	
	NINTH							Excluded																	16	37.21		16	37.21		9	20.93					2	4.65		43	
		TOTAL																							102	20.16		60	11.86		311	61.46					33	6.52		506	
	TENTH																								12	36.36		13	39.39		8	24.24						Excluded		33	
		TOTAL																							114	22.53		73	14.43		319	63.04								506	
	ELEVENTH																								29	39.73			Excluded		44	60.27								73	
		TOTAL																							143	28.26					363	71.74								506	
																															Elected										
																																									
Port Albert                                                    																																									
	FIRST			13	6.28		7	3.38		7	3.38		5	2.42		8	3.86		2	0.97		1	0.48		72	34.78		18	8.70		70	33.82		2	0.97		2	0.97		207	
	SECOND			0	0.00		1	100.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		13	6.28		8	3.86		7	3.38		5	2.42		8	3.86		2	0.97					72	34.78		18	8.70		70	33.82		2	0.97		2	0.97		207	
	THIRD			1	50.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00		0	0.00		1	50.00			Excluded		0	0.00		2	
		TOTAL		14	6.76		8	3.86		7	3.38		5	2.42		8	3.86		2	0.97					72	34.78		18	8.70		71	34.30					2	0.97		207	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded					1	50.00		1	50.00		0	0.00					0	0.00		2	
		TOTAL		14	6.76		8	3.86		7	3.38		5	2.42		8	3.86								73	35.27		19	9.18		71	34.30					2	0.97		207	
	FIFTH			2	25.00		3	37.50		0	0.00		0	0.00			Excluded								1	12.50		1	12.50		1	12.50					0	0.00		8	
		TOTAL		16	7.73		11	5.31		7	3.38		5	2.42											74	35.75		20	9.66		72	34.78					2	0.97		207	
	SIXTH			0	0.00		0	0.00		0	0.00			Excluded											0	0.00		2	40.00		3	60.00					0	0.00		5	
		TOTAL		16	7.73		11	5.31		7	3.38														74	35.75		22	10.63		75	36.23					2	0.97		207	
	SEVENTH				Excluded		2	12.50		1	6.25														2	12.50		11	68.75		0	0.00					0	0.00		16	
		TOTAL					13	6.28		8	3.86														76	36.71		33	15.94		75	36.23					2	0.97		207	
	EIGHTH						2	25.00			Excluded														2	25.00		4	50.00		0	0.00					0	0.00		8	
		TOTAL					15	7.25																	78	37.68		37	17.87		75	36.23					2	0.97		207	
	NINTH							Excluded																	6	40.00		4	26.67		3	20.00					2	13.33		15	
		TOTAL																							84	40.58		41	19.81		78	37.68					4	1.93		207	
	TENTH																								0	0.00		1	25.00		3	75.00						Excluded		4	
		TOTAL																							84	40.58		42	20.29		81	39.13								207	
	ELEVENTH																								21	50.00			Excluded		21	50.00								42	
		TOTAL																							105	50.72					102	49.28								207	
																															Elected										
																																									
Port Franklin                                                  																																									
	FIRST			0	0.00		5	4.42		7	6.19		2	1.77		1	0.88		1	0.88		0	0.00		17	15.04		14	12.39		56	49.56		0	0.00		10	8.85		113	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		0	0.00		5	4.42		7	6.19		2	1.77		1	0.88		1	0.88					17	15.04		14	12.39		56	49.56		0	0.00		10	8.85		113	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		0	0.00		5	4.42		7	6.19		2	1.77		1	0.88		1	0.88					17	15.04		14	12.39		56	49.56					10	8.85		113	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded					1	100.00		0	0.00		0	0.00					0	0.00		1	
		TOTAL		0	0.00		5	4.42		7	6.19		2	1.77		1	0.88								18	15.93		14	12.39		56	49.56					10	8.85		113	
	FIFTH			0	0.00		0	0.00		0	0.00		0	0.00			Excluded								0	0.00		1	100.00		0	0.00					0	0.00		1	
		TOTAL		0	0.00		5	4.42		7	6.19		2	1.77											18	15.93		15	13.27		56	49.56					10	8.85		113	
	SIXTH			0	0.00		0	0.00		1	50.00			Excluded											0	0.00		1	50.00		0	0.00					0	0.00		2	
		TOTAL		0	0.00		5	4.42		8	7.08														18	15.93		16	14.16		56	49.56					10	8.85		113	
	SEVENTH				Excluded		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00					0	0.00		0	
		TOTAL					5	4.42		8	7.08														18	15.93		16	14.16		56	49.56					10	8.85		113	
	EIGHTH						0	0.00			Excluded														1	12.50		1	12.50		2	25.00					4	50.00		8	
		TOTAL					5	4.42																	19	16.81		17	15.04		58	51.33					14	12.39		113	
	NINTH							Excluded																	0	0.00		2	40.00		1	20.00					2	40.00		5	
		TOTAL																							19	16.81		19	16.81		59	52.21					16	14.16		113	
	TENTH																								3	18.75		8	50.00		5	31.25						Excluded		16	
		TOTAL																							22	19.47		27	23.89		64	56.64								113	
	ELEVENTH																								12	44.44			Excluded		15	55.56								27	
		TOTAL																							34	30.09					79	69.91								113	
																															Elected										
																																									
Rosedale                                                       																																									
	FIRST			17	1.84		68	7.37		52	5.63		25	2.71		9	0.98		7	0.76		2	0.22		286	30.99		42	4.55		394	42.69		3	0.33		18	1.95		923	
	SECOND			0	0.00		1	50.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		1	50.00		0	0.00		0	0.00		2	
		TOTAL		17	1.84		69	7.48		52	5.63		25	2.71		9	0.98		7	0.76					286	30.99		42	4.55		395	42.80		3	0.33		18	1.95		923	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00		2	66.67		0	0.00			Excluded		1	33.33		3	
		TOTAL		17	1.84		69	7.48		52	5.63		25	2.71		9	0.98		7	0.76					286	30.99		44	4.77		395	42.80					19	2.06		923	
	FOURTH			0	0.00		0	0.00		2	28.57		0	0.00		3	42.86			Excluded					0	0.00		1	14.29		1	14.29					0	0.00		7	
		TOTAL		17	1.84		69	7.48		54	5.85		25	2.71		12	1.30								286	30.99		45	4.88		396	42.90					19	2.06		923	
	FIFTH			1	8.33		0	0.00		1	8.33		5	41.67			Excluded								2	16.67		2	16.67		1	8.33					0	0.00		12	
		TOTAL		18	1.95		69	7.48		55	5.96		30	3.25											288	31.20		47	5.09		397	43.01					19	2.06		923	
	SIXTH			3	10.00		1	3.33		2	6.67			Excluded											0	0.00		23	76.67		1	3.33					0	0.00		30	
		TOTAL		21	2.28		70	7.58		57	6.18														288	31.20		70	7.58		398	43.12					19	2.06		923	
	SEVENTH				Excluded		10	47.62		4	19.05														1	4.76		5	23.81		0	0.00					1	4.76		21	
		TOTAL					80	8.67		61	6.61														289	31.31		75	8.13		398	43.12					20	2.17		923	
	EIGHTH						8	13.11			Excluded														11	18.03		10	16.39		3	4.92					29	47.54		61	
		TOTAL					88	9.53																	300	32.50		85	9.21		401	43.45					49	5.31		923	
	NINTH							Excluded																	24	27.27		51	57.95		8	9.09					5	5.68		88	
		TOTAL																							324	35.10		136	14.73		409	44.31					54	5.85		923	
	TENTH																								23	42.59		12	22.22		19	35.19						Excluded		54	
		TOTAL																							347	37.59		148	16.03		428	46.37								923	
	ELEVENTH																								89	60.14			Excluded		59	39.86								148	
		TOTAL																							436	47.24					487	52.76								923	
																															Elected										
																																									
Sale                                                           																																									
	FIRST			141	4.45		105	3.32		253	7.99		34	1.07		31	0.98		18	0.57		15	0.47		767	24.23		193	6.10		1471	46.48		10	0.32		127	4.01		3165	
	SECOND			2	13.33		3	20.00		0	0.00		1	6.67		1	6.67		1	6.67			Excluded		1	6.67		1	6.67		0	0.00		2	13.33		3	20.00		15	
		TOTAL		143	4.52		108	3.41		253	7.99		35	1.11		32	1.01		19	0.60					768	24.27		194	6.13		1471	46.48		12	0.38		130	4.11		3165	
	THIRD			2	16.67		1	8.33		0	0.00		2	16.67		1	8.33		1	8.33					0	0.00		4	33.33		1	8.33			Excluded		0	0.00		12	
		TOTAL		145	4.58		109	3.44		253	7.99		37	1.17		33	1.04		20	0.63					768	24.27		198	6.26		1472	46.51					130	4.11		3165	
	FOURTH			9	45.00		0	0.00		2	10.00		3	15.00		2	10.00			Excluded					1	5.00		3	15.00		0	0.00					0	0.00		20	
		TOTAL		154	4.87		109	3.44		255	8.06		40	1.26		35	1.11								769	24.30		201	6.35		1472	46.51					130	4.11		3165	
	FIFTH			8	22.86		3	8.57		5	14.29		5	14.29			Excluded								1	2.86		9	25.71		2	5.71					2	5.71		35	
		TOTAL		162	5.12		112	3.54		260	8.21		45	1.42											770	24.33		210	6.64		1474	46.57					132	4.17		3165	
	SIXTH			7	15.56		3	6.67		4	8.89			Excluded											7	15.56		20	44.44		2	4.44					2	4.44		45	
		TOTAL		169	5.34		115	3.63		264	8.34														777	24.55		230	7.27		1476	46.64					134	4.23		3165	
	SEVENTH				Excluded		30	17.75		25	14.79														17	10.06		62	36.69		16	9.47					19	11.24		169	
		TOTAL					145	4.58		289	9.13														794	25.09		292	9.23		1492	47.14					153	4.83		3165	
	EIGHTH						22	7.61			Excluded														42	14.53		39	13.49		41	14.19					145	50.17		289	
		TOTAL					167	5.28																	836	26.41		331	10.46		1533	48.44					298	9.42		3165	
	NINTH							Excluded																	64	38.32		66	39.52		19	11.38					18	10.78		167	
		TOTAL																							900	28.44		397	12.54		1552	49.04					316	9.98		3165	
	TENTH																								154	48.73		66	20.89		96	30.38						Excluded		316	
		TOTAL																							1054	33.30		463	14.63		1648	52.07								3165	
	ELEVENTH																								240	51.84			Excluded		223	48.16								463	
		TOTAL																							1294	40.88					1871	59.12								3165	
																															Elected										
																																									
Sale East                                                      																																									
	FIRST			84	4.19		55	2.74		145	7.23		27	1.35		10	0.50		14	0.70		5	0.25		419	20.90		105	5.24		1082	53.97		5	0.25		54	2.69		2005	
	SECOND			1	20.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		1	20.00		0	0.00		1	20.00		1	20.00		1	20.00		5	
		TOTAL		85	4.24		55	2.74		145	7.23		27	1.35		10	0.50		14	0.70					420	20.95		105	5.24		1083	54.01		6	0.30		55	2.74		2005	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		1	16.67		0	0.00					2	33.33		2	33.33		1	16.67			Excluded		0	0.00		6	
		TOTAL		85	4.24		55	2.74		145	7.23		27	1.35		11	0.55		14	0.70					422	21.05		107	5.34		1084	54.06					55	2.74		2005	
	FOURTH			9	64.29		0	0.00		0	0.00		0	0.00		1	7.14			Excluded					0	0.00		1	7.14		1	7.14					2	14.29		14	
		TOTAL		94	4.69		55	2.74		145	7.23		27	1.35		12	0.60								422	21.05		108	5.39		1085	54.11					57	2.84		2005	
	FIFTH			2	16.67		3	25.00		1	8.33		1	8.33			Excluded								0	0.00		2	16.67		2	16.67					1	8.33		12	
		TOTAL		96	4.79		58	2.89		146	7.28		28	1.40											422	21.05		110	5.49		1087	54.21					58	2.89		2005	
	SIXTH			4	14.29		4	14.29		1	3.57			Excluded											1	3.57		14	50.00		2	7.14					2	7.14		28	
		TOTAL		100	4.99		62	3.09		147	7.33														423	21.10		124	6.18		1089	54.31					60	2.99		2005	
	SEVENTH				Excluded		12	12.00		14	14.00														7	7.00		42	42.00		12	12.00					13	13.00		100	
		TOTAL					74	3.69		161	8.03														430	21.45		166	8.28		1101	54.91					73	3.64		2005	
	EIGHTH						20	12.42			Excluded														27	16.77		22	13.66		21	13.04					71	44.10		161	
		TOTAL					94	4.69																	457	22.79		188	9.38		1122	55.96					144	7.18		2005	
	NINTH							Excluded																	34	36.17		39	41.49		17	18.09					4	4.26		94	
		TOTAL																							491	24.49		227	11.32		1139	56.81					148	7.38		2005	
	TENTH																								53	35.81		40	27.03		55	37.16						Excluded		148	
		TOTAL																							544	27.13		267	13.32		1194	59.55								2005	
	ELEVENTH																								103	38.58			Excluded		164	61.42								267	
		TOTAL																							647	32.27					1358	67.73								2005	
																															Elected										
																																									
Sale North                                                     																																									
	FIRST			70	3.35		110	5.26		135	6.45		22	1.05		30	1.43		12	0.57		8	0.38		630	30.11		143	6.84		867	41.44		11	0.53		54	2.58		2092	
	SECOND			2	25.00		0	0.00		0	0.00		0	0.00		1	12.50		1	12.50			Excluded		1	12.50		3	37.50		0	0.00		0	0.00		0	0.00		8	
		TOTAL		72	3.44		110	5.26		135	6.45		22	1.05		31	1.48		13	0.62					631	30.16		146	6.98		867	41.44		11	0.53		54	2.58		2092	
	THIRD			0	0.00		0	0.00		2	18.18		0	0.00		0	0.00		2	18.18					1	9.09		3	27.27		3	27.27			Excluded		0	0.00		11	
		TOTAL		72	3.44		110	5.26		137	6.55		22	1.05		31	1.48		15	0.72					632	30.21		149	7.12		870	41.59					54	2.58		2092	
	FOURTH			2	13.33		0	0.00		2	13.33		3	20.00		2	13.33			Excluded					1	6.67		2	13.33		1	6.67					2	13.33		15	
		TOTAL		74	3.54		110	5.26		139	6.64		25	1.20		33	1.58								633	30.26		151	7.22		871	41.63					56	2.68		2092	
	FIFTH			5	15.15		0	0.00		5	15.15		10	30.30			Excluded								5	15.15		5	15.15		2	6.06					1	3.03		33	
		TOTAL		79	3.78		110	5.26		144	6.88		35	1.67											638	30.50		156	7.46		873	41.73					57	2.72		2092	
	SIXTH			10	28.57		3	8.57		5	14.29			Excluded											2	5.71		11	31.43		2	5.71					2	5.71		35	
		TOTAL		89	4.25		113	5.40		149	7.12														640	30.59		167	7.98		875	41.83					59	2.82		2092	
	SEVENTH				Excluded		26	29.21		15	16.85														7	7.87		28	31.46		6	6.74					7	7.87		89	
		TOTAL					139	6.64		164	7.84														647	30.93		195	9.32		881	42.11					66	3.15		2092	
	EIGHTH						10	6.10			Excluded														34	20.73		38	23.17		24	14.63					58	35.37		164	
		TOTAL					149	7.12																	681	32.55		233	11.14		905	43.26					124	5.93		2092	
	NINTH							Excluded																	54	36.24		61	40.94		21	14.09					13	8.72		149	
		TOTAL																							735	35.13		294	14.05		926	44.26					137	6.55		2092	
	TENTH																								59	43.07		27	19.71		51	37.23						Excluded		137	
		TOTAL																							794	37.95		321	15.34		977	46.70								2092	
	ELEVENTH																								169	52.65			Excluded		152	47.35								321	
		TOTAL																							963	46.03					1129	53.97								2092	
																															Elected										
																																									
Seaspray                                                       																																									
	FIRST			4	1.52		16	6.06		12	4.55		8	3.03		4	1.52		0	0.00		1	0.38		72	27.27		28	10.61		111	42.05		1	0.38		7	2.65		264	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		1	100.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		4	1.52		16	6.06		12	4.55		8	3.03		4	1.52		0	0.00					72	27.27		29	10.98		111	42.05		1	0.38		7	2.65		264	
	THIRD			0	0.00		0	0.00		1	100.00		0	0.00		0	0.00		0	0.00					0	0.00		0	0.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		4	1.52		16	6.06		13	4.92		8	3.03		4	1.52		0	0.00					72	27.27		29	10.98		111	42.05					7	2.65		264	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded					0	0.00		0	0.00		0	0.00					0	0.00		0	
		TOTAL		4	1.52		16	6.06		13	4.92		8	3.03		4	1.52								72	27.27		29	10.98		111	42.05					7	2.65		264	
	FIFTH			1	25.00		0	0.00		0	0.00		2	50.00			Excluded								0	0.00		1	25.00		0	0.00					0	0.00		4	
		TOTAL		5	1.89		16	6.06		13	4.92		10	3.79											72	27.27		30	11.36		111	42.05					7	2.65		264	
	SIXTH			0	0.00		1	10.00		0	0.00			Excluded											0	0.00		9	90.00		0	0.00					0	0.00		10	
		TOTAL		5	1.89		17	6.44		13	4.92														72	27.27		39	14.77		111	42.05					7	2.65		264	
	SEVENTH				Excluded		3	60.00		1	20.00														0	0.00		1	20.00		0	0.00					0	0.00		5	
		TOTAL					20	7.58		14	5.30														72	27.27		40	15.15		111	42.05					7	2.65		264	
	EIGHTH						3	21.43			Excluded														2	14.29		7	50.00		2	14.29					0	0.00		14	
		TOTAL					23	8.71																	74	28.03		47	17.80		113	42.80					7	2.65		264	
	NINTH							Excluded																	10	43.48		6	26.09		2	8.70					5	21.74		23	
		TOTAL																							84	31.82		53	20.08		115	43.56					12	4.55		264	
	TENTH																								2	16.67		7	58.33		3	25.00						Excluded		12	
		TOTAL																							86	32.58		60	22.73		118	44.70								264	
	ELEVENTH																								22	36.67			Excluded		38	63.33								60	
		TOTAL																							108	40.91					156	59.09								264	
																															Elected										
																																									
Staceys Bridge                                                 																																									
	FIRST			3	2.27		3	2.27		7	5.30		3	2.27		2	1.52		1	0.76		0	0.00		5	3.79		12	9.09		87	65.91		0	0.00		9	6.82		132	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		3	2.27		3	2.27		7	5.30		3	2.27		2	1.52		1	0.76					5	3.79		12	9.09		87	65.91		0	0.00		9	6.82		132	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		3	2.27		3	2.27		7	5.30		3	2.27		2	1.52		1	0.76					5	3.79		12	9.09		87	65.91					9	6.82		132	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		1	100.00			Excluded					0	0.00		0	0.00		0	0.00					0	0.00		1	
		TOTAL		3	2.27		3	2.27		7	5.30		3	2.27		3	2.27								5	3.79		12	9.09		87	65.91					9	6.82		132	
	FIFTH			1	33.33		0	0.00		0	0.00		0	0.00			Excluded								0	0.00		1	33.33		1	33.33					0	0.00		3	
		TOTAL		4	3.03		3	2.27		7	5.30		3	2.27											5	3.79		13	9.85		88	66.67					9	6.82		132	
	SIXTH			1	33.33		0	0.00		0	0.00			Excluded											0	0.00		2	66.67		0	0.00					0	0.00		3	
		TOTAL		5	3.79		3	2.27		7	5.30														5	3.79		15	11.36		88	66.67					9	6.82		132	
