Senate - 1993 Election																
First Preference Votes By Candidate																
By Vote Type by Division																


New South Wales																

Banks (79242)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
		"ANDERSON, Michael J"	IND	9	0.01	0	0	0	0	0	0	1	0.05	0	10	0.01
		"DE BRY, Katherine V"	IND	3	0	1	0.02	0	0	1	0.03	0	0	0	5	0.01
		"POULSEN, Ron"		2	0	1	0.02	0	0	1	0.03	0	0	0	4	0.01
		"ELLIS, Bryan T"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"MILTON, Malcolm Joshua"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"DECKER, Dianne"	IND	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"BELETICH, Argy"	IND	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Ungrouped Total		74	0.12	4	0.08	0	0	4	0.14	1	0.05	0	83	0.11
			FORMAL	62978	97.59	4966	98.77	573	97.61	2898	99.11	2177	99.18	0	73592	97.77
			INFORMAL	1556	2.41	62	1.23	14	2.39	26	0.89	18	0.82	0	1676	2.23
			TOTAL	64534	85.74	5028	6.68	587	0.78	2924	3.88	2195	2.92	0	75268	96.03



Watson (77249)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	743	1.18	49	1.23	11	2.22	10	0.68	16	0.92	1	830	1.17
		"BECKMANN, Jane"	GA	123	0.19	11	0.28	2	0.4	2	0.14	2	0.11	-1	139	0.2
		"BRIAN, Bernie"	GA	6	0.01	0	0	0	0	1	0.07	0	0	-1	6	0.01
		Group Total	GA	872	1.38	60	1.5	13	2.63	13	0.88	18	1.03	-1	975	1.38
B		TICKET VOTES	NLP	105	0.17	13	0.33	1	0.2	10	0.68	0	0	0	129	0.18
		"KERR, Doreen"	NLP	10	0.02	2	0.05	1	0.2	0	0	1	0.06	0	14	0.02
		"SMITH, Mike"	NLP	0	0	0	0	1	0.2	0	0	0	0	0	1	0
		"JUDD, Ines"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	115	0.18	15	0.38	3	0.61	10	0.68	1	0.06	0	144	0.2
C		TICKET VOTES	CEG	68	0.11	2	0.05	1	0.2	0	0	0	0	0	71	0.1
		"HAY, Leone"	CEG	13	0.02	0	0	0	0	0	0	3	0.17	0	16	0.02
		"BUTLER, Robert"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		"WOOD, Gloria"	CEG	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CEG	82	0.13	2	0.05	1	0.2	0	0	3	0.17	0	88	0.12
D		TICKET VOTES	RPA	80	0.13	3	0.08	2	0.4	6	0.41	0	0	0	91	0.13
		"CONSANDINE, Peter"	RPA	13	0.02	2	0.05	0	0	1	0.07	1	0.06	0	17	0.02
		"KLEIN, Gennie"	RPA	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RPA	93	0.15	5	0.13	2	0.4	7	0.48	1	0.06	0	108	0.15
E		TICKET VOTES		177	0.28	11	0.28	0	0	6	0.41	1	0.06	0	195	0.28
		"TEALE, Leonard"		86	0.14	8	0.2	0	0	1	0.07	2	0.11	0	97	0.14
		"WARD, Colin"		3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total		266	0.42	19	0.48	0	0	7	0.48	3	0.17	0	295	0.42
F		TICKET VOTES	CAP	40	0.06	5	0.13	0	0	3	0.2	0	0	0	48	0.07
		"UEBERGANG, K John"	CAP	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"HAWKINS, Doug"	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CAP	46	0.07	5	0.13	0	0	3	0.2	0	0	0	54	0.08
G		TICKET VOTES	ASP	427	0.68	45	1.13	0	0	12	0.82	5	0.29	0	489	0.69
		"ASCHER, Michael"	ASP	55	0.09	3	0.08	0	0	1	0.07	1	0.06	0	60	0.08
		"ORR, Ted"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"WILKIE, Jeff"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"O'CONNELL, Suzanne"	ASP	2	0	0	0	1	0.2	0	0	0	0	0	3	0
		"BOURKE, Robyn Lee"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	ASP	485	0.77	48	1.2	1	0.2	13	0.88	6	0.34	0	553	0.78
H		TICKET VOTES		46	0.07	1	0.03	1	0.2	1	0.07	0	0	0	49	0.07
		"POULOS, Patricia"		4	0.01	0	0	0	0	0	0	0	0	-1	3	0
		"ARCHER, Peter B"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOLLEY, John"		4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		Group Total		54	0.09	1	0.03	1	0.2	1	0.07	0	0	-1	56	0.08
I		TICKET VOTES	LNP	18002	28.53	1092	27.38	100	20.2	524	35.6	645	37.05	0	20363	28.76
	#	"BAUME, Michael"	LP	257	0.41	17	0.43	1	0.2	12	0.82	21	1.21	0	308	0.44
	#	"TIERNEY, John"	LP	14	0.02	1	0.03	0	0	1	0.07	1	0.06	0	17	0.02
	#	"MACDONALD, Sandy"	NP	8	0.01	0	0	0	0	0	0	0	0	0	8	0.01
		"PAYNE, Marise Ann"	LP	12	0.02	1	0.03	0	0	0	0	2	0.11	0	15	0.02
		Group Total	LNP	18293	28.99	1111	27.85	101	20.4	537	36.48	669	38.43	0	20711	29.25
J		TICKET VOTES		41	0.06	1	0.03	1	0.2	1	0.07	3	0.17	0	47	0.07
		"SANTA CLAUS, O"		8	0.01	0	0	0	0	0	0	0	0	0	8	0.01
		"ROLO, Lord"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		49	0.08	1	0.03	1	0.2	1	0.07	3	0.17	0	55	0.08
K		TICKET VOTES	DEM	2429	3.85	147	3.69	18	3.64	55	3.74	69	3.96	0	2718	3.84
		"SOWADA, Karin"	DEM	286	0.45	9	0.23	0	0	7	0.48	7	0.4	0	309	0.44
		"GRIFFITHS, Ray Ian"	DEM	8	0.01	0	0	0	0	0	0	1	0.06	0	9	0.01
		"CHESTERFIELD-EVANS, Arthur"	DEM	9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
		Group Total	DEM	2732	4.33	156	3.91	18	3.64	62	4.21	77	4.42	0	3045	4.3
L		TICKET VOTES	ALP	37360	59.2	2301	57.68	337	68.08	728	49.46	854	49.05	1	41581	58.73
	#	"RICHARDSON, Graham Frederick"	ALP	454	0.72	34	0.85	2	0.4	16	1.09	17	0.98	-1	522	0.74
	#	"FAULKNER, John"	ALP	19	0.03	2	0.05	0	0	0	0	3	0.17	0	24	0.03
	#	"SIBRAA, Kerry"	ALP	13	0.02	0	0	0	0	0	0	0	0	0	13	0.02
		"ARMSTRONG, Mary-Anne"	ALP	44	0.07	11	0.28	0	0	1	0.07	0	0	0	56	0.08
		Group Total	ALP	37890	60.04	2348	58.86	339	68.48	745	50.61	874	50.2	0	42196	59.6
M		TICKET VOTES		50	0.08	2	0.05	3	0.61	1	0.07	3	0.17	0	59	0.08
		"STEVENS, David Richard"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HARRISON, Yvonne"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		51	0.08	2	0.05	3	0.61	1	0.07	3	0.17	0	60	0.08
N		TICKET VOTES	GRN	579	0.92	79	1.98	6	1.21	26	1.77	5	0.29	0	695	0.98
		"BRIGHAM, Steve"	GRN	95	0.15	1	0.03	0	0	3	0.2	0	0	0	99	0.14
		"WALLACE, Joy"	GRN	5	0.01	1	0.03	0	0	0	0	0	0	0	6	0.01
		"COHEN, Ian"	GRN	1	0	0	0	0	0	0	0	2	0.11	0	3	0
		"STEAD, Cecily"	GRN	2	0	0	0	0	0	0	0	1	0.06	0	3	0
		Group Total	GRN	682	1.08	81	2.03	6	1.21	29	1.97	8	0.46	0	806	1.14
O		TICKET VOTES	CTA	508	0.81	62	1.55	2	0.4	27	1.83	18	1.03	0	617	0.87
		"COLEMAN, Bruce"	CTA	118	0.19	12	0.3	0	0	1	0.07	3	0.17	0	134	0.19
		"McLENNAN, Graham Clarke"	CTA	2	0	0	0	0	0	0	0	0	0	0	2	0
		"GRIGG, Shirley J"	CTA	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"RYAN, Glen"	CTA	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	CTA	635	1.01	74	1.86	2	0.4	28	1.9	21	1.21	0	760	1.07
P		TICKET VOTES	AFI	382	0.61	37	0.93	0	0	9	0.61	24	1.38	0	452	0.64
		"KITSON, David A L"	AFI	38	0.06	5	0.13	0	0	0	0	5	0.29	0	48	0.07
		"WEATHERLAKE, Ian A"	AFI	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AFI	421	0.67	42	1.05	0	0	9	0.61	29	1.67	0	501	0.71
Q		TICKET VOTES		20	0.03	1	0.03	2	0.4	0	0	0	0	0	23	0.03
		"LAVERY, Rosemarie"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"JOHN, Robert"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"LAVERY, Priscilla"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		21	0.03	1	0.03	2	0.4	0	0	0	0	0	24	0.03
R		TICKET VOTES	GRY	155	0.25	9	0.23	0	0	6	0.41	21	1.21	0	191	0.27
		"ROYLANCE, Frances"	GRY	19	0.03	2	0.05	0	0	0	0	2	0.11	0	23	0.03
		"GROUNDS, Gay"	GRY	0	0	0	0	0	0	0	0	1	0.06	0	1	0
		Group Total	GRY	174	0.28	11	0.28	0	0	6	0.41	24	1.38	0	215	0.3
S		TICKET VOTES		11	0.02	0	0	0	0	0	0	0	0	0	11	0.02
		"BASS, Walter"		3	0	1	0.03	0	0	0	0	0	0	0	4	0.01
		"HALES, Paul"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		14	0.02	1	0.03	0	0	0	0	0	0	0	15	0.02
T		TICKET VOTES		6	0.01	0	0	1	0.2	0	0	0	0	0	7	0.01
		"VESCIO, Michael"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"WHEATLEY, Pamela Eileen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		6	0.01	0	0	1	0.2	0	0	0	0	0	7	0.01
U		TICKET VOTES		29	0.05	0	0	1	0.2	0	0	0	0	0	30	0.04
		"SCHOLLBACH, Robert"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"STIRLING, Karen"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		32	0.05	0	0	1	0.2	0	0	0	0	0	33	0.05
UNGROUPED																
		"GAJIN, Milorad"	IND	77	0.12	5	0.13	0	0	0	0	1	0.06	-1	82	0.12
		"ANDERSON, Michael J"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"DE BRY, Katherine V"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"POULSEN, Ron"		4	0.01	1	0.03	0	0	0	0	0	0	0	5	0.01
		"ELLIS, Bryan T"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"MILTON, Malcolm Joshua"	IND	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"DECKER, Dianne"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BELETICH, Argy"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		Ungrouped Total		91	0.14	6	0.15	0	0	0	0	1	0.06	-1	97	0.14
			FORMAL	63104	95.36	3989	97.36	495	94.65	1472	97.81	1741	98.31	-3	70798	95.82
			INFORMAL	3068	4.64	108	2.64	28	5.35	33	2.19	30	1.69	-177	3090	4.18
			TOTAL	66172	89.56	4097	5.54	523	0.71	1505	2.04	1771	2.4	-180	73888	95.65



Wentworth (80352)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	792	1.28	73	1.36	11	1.27	56	1.49	9	0.32	0	941	1.26
		"BECKMANN, Jane"	GA	109	0.18	23	0.43	1	0.12	11	0.29	4	0.14	0	148	0.2
		"BRIAN, Bernie"	GA	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total	GA	906	1.47	96	1.78	12	1.39	67	1.79	13	0.46	0	1094	1.47
B		TICKET VOTES	NLP	225	0.36	24	0.45	1	0.12	9	0.24	6	0.21	0	265	0.36
		"KERR, Doreen"	NLP	46	0.07	2	0.04	0	0	1	0.03	1	0.04	0	50	0.07
		"SMITH, Mike"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"JUDD, Ines"	NLP	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	NLP	275	0.45	26	0.48	1	0.12	10	0.27	7	0.25	0	319	0.43
C		TICKET VOTES	CEG	27	0.04	3	0.06	1	0.12	0	0	3	0.11	0	34	0.05
		"HAY, Leone"	CEG	4	0.01	1	0.02	0	0	0	0	0	0	0	5	0.01
		"BUTLER, Robert"	CEG	1	0	1	0.02	0	0	0	0	0	0	0	2	0
		"WOOD, Gloria"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEG	32	0.05	5	0.09	1	0.12	0	0	3	0.11	0	41	0.05
D		TICKET VOTES	RPA	73	0.12	9	0.17	1	0.12	6	0.16	4	0.14	0	93	0.12
		"CONSANDINE, Peter"	RPA	13	0.02	1	0.02	0	0	7	0.19	3	0.11	0	24	0.03
		"KLEIN, Gennie"	RPA	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RPA	86	0.14	10	0.19	1	0.12	13	0.35	7	0.25	0	117	0.16
E		TICKET VOTES		159	0.26	20	0.37	3	0.35	9	0.24	8	0.28	0	199	0.27
		"TEALE, Leonard"		95	0.15	7	0.13	0	0	4	0.11	2	0.07	0	108	0.14
		"WARD, Colin"		0	0	1	0.02	1	0.12	0	0	0	0	0	2	0
		Group Total		254	0.41	28	0.52	4	0.46	13	0.35	10	0.36	0	309	0.41
F		TICKET VOTES	CAP	16	0.03	0	0	2	0.23	1	0.03	0	0	0	19	0.03
		"UEBERGANG, K John"	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HAWKINS, Doug"	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CAP	16	0.03	0	0	2	0.23	1	0.03	0	0	0	19	0.03
G		TICKET VOTES	ASP	205	0.33	32	0.59	1	0.12	14	0.37	8	0.28	0	260	0.35
		"ASCHER, Michael"	ASP	34	0.06	7	0.13	1	0.12	3	0.08	0	0	0	45	0.06
		"ORR, Ted"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"WILKIE, Jeff"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"O'CONNELL, Suzanne"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"BOURKE, Robyn Lee"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ASP	240	0.39	39	0.72	2	0.23	17	0.45	8	0.28	0	306	0.41
H		TICKET VOTES		36	0.06	4	0.07	0	0	1	0.03	0	0	0	41	0.05
		"POULOS, Patricia"		3	0	0	0	0	0	1	0.03	0	0	0	4	0.01
		"ARCHER, Peter B"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		40	0.06	4	0.07	0	0	2	0.05	0	0	0	46	0.06
I		TICKET VOTES	LNP	30222	48.92	2188	40.64	367	42.43	2005	53.44	1675	59.52	0	36457	48.88
	#	"BAUME, Michael"	LP	424	0.69	25	0.46	5	0.58	40	1.07	37	1.31	0	531	0.71
	#	"TIERNEY, John"	LP	12	0.02	2	0.04	0	0	2	0.05	0	0	0	16	0.02
	#	"MACDONALD, Sandy"	NP	17	0.03	1	0.02	0	0	3	0.08	0	0	0	21	0.03
		"PAYNE, Marise Ann"	LP	35	0.06	7	0.13	1	0.12	4	0.11	2	0.07	0	49	0.07
		Group Total	LNP	30710	49.71	2223	41.29	373	43.12	2054	54.74	1714	60.91	0	37074	49.7
J		TICKET VOTES		30	0.05	0	0	0	0	2	0.05	2	0.07	1	35	0.05
		"SANTA CLAUS, O"		18	0.03	3	0.06	0	0	0	0	0	0	-1	20	0.03
		"ROLO, Lord"		3	0	0	0	0	0	0	0	1	0.04	0	4	0.01
		Group Total		51	0.08	3	0.06	0	0	2	0.05	3	0.11	0	59	0.08
K		TICKET VOTES	DEM	2712	4.39	297	5.52	32	3.7	167	4.45	122	4.34	0	3330	4.46
		"SOWADA, Karin"	DEM	559	0.9	43	0.8	5	0.58	27	0.72	23	0.82	-1	656	0.88
		"GRIFFITHS, Ray Ian"	DEM	8	0.01	2	0.04	0	0	1	0.03	1	0.04	0	12	0.02
		"CHESTERFIELD-EVANS, Arthur"	DEM	14	0.02	0	0	0	0	2	0.05	1	0.04	0	17	0.02
		Group Total	DEM	3293	5.33	342	6.35	37	4.28	197	5.25	147	5.22	-1	4015	5.38
L		TICKET VOTES	ALP	21611	34.98	2130	39.56	356	41.16	1127	30.04	751	26.69	0	25975	34.82
	#	"RICHARDSON, Graham Frederick"	ALP	687	1.11	79	1.47	10	1.16	45	1.2	38	1.35	-2	857	1.15
	#	"FAULKNER, John"	ALP	22	0.04	5	0.09	2	0.23	3	0.08	1	0.04	1	34	0.05
	#	"SIBRAA, Kerry"	ALP	22	0.04	3	0.06	0	0	2	0.05	3	0.11	0	30	0.04
		"ARMSTRONG, Mary-Anne"	ALP	79	0.13	16	0.3	0	0	5	0.13	2	0.07	0	102	0.14
		Group Total	ALP	22421	36.29	2233	41.47	368	42.54	1182	31.5	795	28.25	-1	26998	36.19
M		TICKET VOTES		12	0.02	1	0.02	1	0.12	2	0.05	0	0	0	16	0.02
		"STEVENS, David Richard"		1	0	1	0.02	0	0	0	0	0	0	0	2	0
		"HARRISON, Yvonne"		0	0	1	0.02	0	0	0	0	0	0	0	1	0
		Group Total		13	0.02	3	0.06	1	0.12	2	0.05	0	0	0	19	0.03
N		TICKET VOTES	GRN	2099	3.4	226	4.2	50	5.78	119	3.17	50	1.78	0	2544	3.41
		"BRIGHAM, Steve"	GRN	394	0.64	51	0.95	4	0.46	19	0.51	10	0.36	0	478	0.64
		"WALLACE, Joy"	GRN	20	0.03	2	0.04	0	0	0	0	1	0.04	0	23	0.03
		"COHEN, Ian"	GRN	25	0.04	2	0.04	1	0.12	2	0.05	2	0.07	0	32	0.04
		"STEAD, Cecily"	GRN	15	0.02	3	0.06	0	0	0	0	2	0.07	0	20	0.03
		Group Total	GRN	2553	4.13	284	5.27	55	6.36	140	3.73	65	2.31	0	3097	4.15
O		TICKET VOTES	CTA	215	0.35	37	0.69	1	0.12	17	0.45	5	0.18	0	275	0.37
		"COLEMAN, Bruce"	CTA	55	0.09	5	0.09	1	0.12	1	0.03	1	0.04	0	63	0.08
		"McLENNAN, Graham Clarke"	CTA	2	0	0	0	0	0	0	0	0	0	0	2	0
		"GRIGG, Shirley J"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"RYAN, Glen"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CTA	274	0.44	42	0.78	2	0.23	18	0.48	6	0.21	0	342	0.46
P		TICKET VOTES	AFI	205	0.33	24	0.45	2	0.23	13	0.35	10	0.36	0	254	0.34
		"KITSON, David A L"	AFI	53	0.09	1	0.02	0	0	6	0.16	3	0.11	0	63	0.08
		"WEATHERLAKE, Ian A"	AFI	0	0	0	0	0	0	0	0	1	0.04	0	1	0
		Group Total	AFI	258	0.42	25	0.46	2	0.23	19	0.51	14	0.5	0	318	0.43
Q		TICKET VOTES		3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"LAVERY, Rosemarie"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"JOHN, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"LAVERY, Priscilla"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
R		TICKET VOTES	GRY	114	0.18	10	0.19	2	0.23	5	0.13	16	0.57	0	147	0.2
		"ROYLANCE, Frances"	GRY	17	0.03	1	0.02	0	0	2	0.05	1	0.04	0	21	0.03
		"GROUNDS, Gay"	GRY	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	GRY	133	0.22	11	0.2	2	0.23	7	0.19	17	0.6	0	170	0.23
S		TICKET VOTES		42	0.07	1	0.02	0	0	0	0	0	0	0	43	0.06
		"BASS, Walter"		42	0.07	4	0.07	0	0	2	0.05	3	0.11	0	51	0.07
		"HALES, Paul"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		84	0.14	5	0.09	0	0	2	0.05	3	0.11	0	94	0.13
T		TICKET VOTES		2	0	0	0	0	0	2	0.05	0	0	0	4	0.01
		"VESCIO, Michael"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"WHEATLEY, Pamela Eileen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		2	0	0	0	0	0	2	0.05	0	0	0	4	0.01
U		TICKET VOTES		14	0.02	0	0	1	0.12	0	0	0	0	0	15	0.02
		"SCHOLLBACH, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Karen"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		15	0.02	0	0	1	0.12	0	0	0	0	0	16	0.02
UNGROUPED																
		"GAJIN, Milorad"	IND	80	0.13	3	0.06	1	0.12	4	0.11	1	0.04	0	89	0.12
		"ANDERSON, Michael J"	IND	15	0.02	1	0.02	0	0	0	0	0	0	0	16	0.02
		"DE BRY, Katherine V"	IND	10	0.02	0	0	0	0	0	0	1	0.04	0	11	0.01
		"POULSEN, Ron"		3	0	0	0	0	0	0	0	0	0	0	3	0
		"ELLIS, Bryan T"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		"MILTON, Malcolm Joshua"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		"DECKER, Dianne"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"BELETICH, Argy"	IND	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		Ungrouped Total		119	0.19	4	0.07	1	0.12	4	0.11	2	0.07	0	130	0.17
			FORMAL	61778	96.99	5384	98.59	865	96.76	3752	97.68	2814	98.74	-2	74591	97.2
			INFORMAL	1916	3.01	77	1.41	29	3.24	89	2.32	36	1.26	2	2149	2.8
			TOTAL	63694	83	5461	7.12	894	1.16	3841	5.01	2850	3.71	0	76740	95.5



Werriwa (74272)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	609	1	73	1.51	7	1.12	16	0.99	6	0.54	-1	710	1.03
		"BECKMANN, Jane"	GA	117	0.19	10	0.21	1	0.16	2	0.12	0	0	1	131	0.19
		"BRIAN, Bernie"	GA	7	0.01	1	0.02	0	0	1	0.06	0	0	0	9	0.01
		Group Total	GA	733	1.2	84	1.74	8	1.28	19	1.18	6	0.54	0	850	1.23
B		TICKET VOTES	NLP	153	0.25	12	0.25	0	0	3	0.19	2	0.18	-6	164	0.24
		"KERR, Doreen"	NLP	16	0.03	1	0.02	0	0	0	0	0	0	1	18	0.03
		"SMITH, Mike"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"JUDD, Ines"	NLP	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	NLP	172	0.28	13	0.27	0	0	3	0.19	2	0.18	-5	185	0.27
C		TICKET VOTES	CEG	54	0.09	6	0.12	0	0	3	0.19	1	0.09	-1	63	0.09
		"HAY, Leone"	CEG	8	0.01	1	0.02	0	0	0	0	0	0	0	9	0.01
		"BUTLER, Robert"	CEG	2	0	0	0	0	0	0	0	0	0	0	2	0
		"WOOD, Gloria"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEG	64	0.11	7	0.14	0	0	3	0.19	1	0.09	-1	74	0.11
D		TICKET VOTES	RPA	69	0.11	4	0.08	2	0.32	1	0.06	1	0.09	1	78	0.11
		"CONSANDINE, Peter"	RPA	7	0.01	1	0.02	0	0	0	0	0	0	1	9	0.01
		"KLEIN, Gennie"	RPA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	RPA	77	0.13	5	0.1	2	0.32	1	0.06	1	0.09	2	88	0.13
E		TICKET VOTES		306	0.5	24	0.5	1	0.16	2	0.12	11	1	2	346	0.5
		"TEALE, Leonard"		122	0.2	9	0.19	3	0.48	1	0.06	0	0	0	135	0.2
		"WARD, Colin"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		428	0.7	33	0.68	4	0.64	3	0.19	11	1	2	481	0.7
F		TICKET VOTES	CAP	35	0.06	3	0.06	2	0.32	2	0.12	0	0	0	42	0.06
		"UEBERGANG, K John"	CAP	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"HAWKINS, Doug"	CAP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CAP	40	0.07	3	0.06	2	0.32	2	0.12	0	0	0	47	0.07
G		TICKET VOTES	ASP	681	1.12	97	2.01	6	0.96	14	0.87	17	1.54	1	816	1.18
		"ASCHER, Michael"	ASP	70	0.11	4	0.08	0	0	5	0.31	1	0.09	-1	79	0.11
		"ORR, Ted"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"WILKIE, Jeff"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"O'CONNELL, Suzanne"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"BOURKE, Robyn Lee"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ASP	752	1.23	101	2.09	6	0.96	19	1.18	18	1.63	0	896	1.3
H		TICKET VOTES		28	0.05	1	0.02	0	0	0	0	0	0	0	29	0.04
		"POULOS, Patricia"		1	0	1	0.02	0	0	0	0	0	0	0	2	0
		"ARCHER, Peter B"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		29	0.05	2	0.04	0	0	0	0	0	0	0	31	0.04
I		TICKET VOTES	LNP	17246	28.32	1336	27.65	151	24.2	549	34.01	352	31.86	19	19653	28.43
	#	"BAUME, Michael"	LP	256	0.42	26	0.54	2	0.32	7	0.43	10	0.9	2	303	0.44
	#	"TIERNEY, John"	LP	14	0.02	6	0.12	0	0	0	0	0	0	0	20	0.03
	#	"MACDONALD, Sandy"	NP	12	0.02	1	0.02	1	0.16	0	0	1	0.09	0	15	0.02
		"PAYNE, Marise Ann"	LP	16	0.03	1	0.02	0	0	0	0	1	0.09	0	18	0.03
		Group Total	LNP	17544	28.81	1370	28.35	154	24.68	556	34.45	364	32.94	21	20009	28.95
J		TICKET VOTES		50	0.08	4	0.08	0	0	1	0.06	0	0	0	55	0.08
		"SANTA CLAUS, O"		14	0.02	0	0	0	0	0	0	0	0	0	14	0.02
		"ROLO, Lord"		3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		Group Total		67	0.11	5	0.1	0	0	1	0.06	0	0	0	73	0.11
K		TICKET VOTES	DEM	2554	4.19	191	3.95	11	1.76	75	4.65	49	4.43	3	2883	4.17
		"SOWADA, Karin"	DEM	239	0.39	20	0.41	1	0.16	5	0.31	7	0.63	1	273	0.39
		"GRIFFITHS, Ray Ian"	DEM	12	0.02	0	0	0	0	0	0	0	0	1	13	0.02
