Senate: Election 2001 - National															
First Preference Votes by Candidate															
By Vote Type by Division															

New South Wales															
															
Banks (83122)															
				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
		"WOLOWSKI, Diana"	UNI	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"COPE, Bill"	UNI	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	UNI	146	0.21	20	0.34	0	0.00	2	0.07	4	0.11	172	0.21
J		TICKET VOTES		28	0.04	3	0.05	0	0.00	5	0.17	1	0.03	37	0.05
		"BAKER, A.T."		0	0.00	1	0.02	0	0.00	0	0.00	0	0.00	1	0.00
		"BARBER, Pam"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total		29	0.04	4	0.07	0	0.00	5	0.17	1	0.03	39	0.05
K		TICKET VOTES	ALP	20970	30.86	1680	28.60	190	30.79	834	27.68	1090	29.24	24764	30.51
	#	"RAY, Robert"	ALP	290	0.43	20	0.34	3	0.49	11	0.37	18	0.48	342	0.42
	#	"MARSHALL, Gavin"	ALP	17	0.03	2	0.03	0	0.00	0	0.00	1	0.03	20	0.02
		"MURPHY, Ted"	ALP	21	0.03	3	0.05	0	0.00	0	0.00	4	0.11	28	0.03
		"CHONG, Robert"	ALP	18	0.03	1	0.02	0	0.00	0	0.00	2	0.05	21	0.03
		Group Total	ALP	21316	31.37	1706	29.04	193	31.28	845	28.05	1115	29.91	25175	31.01
L		TICKET VOTES	CTA	560	0.82	48	0.82	3	0.49	32	1.06	17	0.46	660	0.81
		"GRAHAM, Murray"	CTA	109	0.16	13	0.22	0	0.00	6	0.20	3	0.08	131	0.16
		"JAGO, Arnold Hartley"	CTA	9	0.01	0	0.00	0	0.00	0	0.00	0	0.00	9	0.01
		Group Total	CTA	678	1.00	61	1.04	3	0.49	38	1.26	20	0.54	800	0.99
M		TICKET VOTES	DEM	6425	9.46	601	10.23	58	9.40	250	8.30	225	6.04	7559	9.31
	#	"ALLISON, Lyn"	DEM	378	0.56	33	0.56	0	0.00	21	0.70	27	0.72	459	0.57
		"HARCOURT, Pierre"	DEM	12	0.02	2	0.03	0	0.00	0	0.00	1	0.03	15	0.02
		"WARK, David"	DEM	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"ALESICH, Simone"	DEM	23	0.03	4	0.07	0	0.00	3	0.10	1	0.03	31	0.04
		Group Total	DEM	6839	10.07	640	10.90	58	9.40	274	9.09	254	6.81	8065	9.93
N		TICKET VOTES		10	0.01	3	0.05	0	0.00	1	0.03	0	0.00	14	0.02
		"DAVIS, Craig"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"BROCAS, Donna"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total		13	0.02	3	0.05	0	0.00	1	0.03	0	0.00	17	0.02
O		TICKET VOTES	HPA	45	0.07	16	0.27	0	0.00	3	0.10	3	0.08	67	0.08
		"PETHERBRIDGE, Tim"	HPA	9	0.01	2	0.03	0	0.00	1	0.03	0	0.00	12	0.01
		"POYNTON, Lee-anne"	HPA	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	HPA	54	0.08	18	0.31	0	0.00	4	0.13	3	0.08	79	0.10
P		TICKET VOTES	GRN	4423	6.51	427	7.27	36	5.83	150	4.98	130	3.49	5166	6.36
		"KINNEAR, Scott"	GRN	476	0.70	41	0.70	1	0.16	19	0.63	21	0.56	558	0.69
		"MULLANE, Eleisha"	GRN	12	0.02	3	0.05	0	0.00	0	0.00	1	0.03	16	0.02
		"MATHEW, Dinesh"	GRN	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"CONOR, Liz"	GRN	20	0.03	6	0.10	0	0.00	1	0.03	3	0.08	30	0.04
		Group Total	GRN	4933	7.26	477	8.12	37	6.00	170	5.64	155	4.16	5772	7.11
Q		TICKET VOTES		15	0.02	1	0.02	2	0.32	0	0.00	0	0.00	18	0.02
		"THORNE, Alison"		6	0.01	1	0.02	0	0.00	0	0.00	0	0.00	7	0.01
		"PEART, Sarah"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"DEWBERRY, Tony"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total		22	0.03	2	0.03	2	0.32	0	0.00	0	0.00	26	0.03
UNGROUPED															
		"FLOOD, Daniel"	IND	13	0.02	6	0.10	0	0.00	0	0.00	0	0.00	19	0.02
		"MASLOWSKI, Richard M."	IND	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"GNIESLAW, Isaac"	IND	10	0.01	0	0.00	0	0.00	0	0.00	0	0.00	10	0.01
		Ungrouped Total		23	0.03	6	0.10	0	0.00	0	0.00	0	0.00	29	0.04
			FORMAL	67946	95.39	5874	97.33	617	94.78	3013	98.56	3728	98.49	81178	95.78
			INFORMAL	3284	4.61	161	2.67	34	5.22	44	1.44	57	1.51	3580	4.22
			TOTAL	71230	84.04	6035	7.12	651	0.77	3057	3.61	3785	4.47	84758	96.02



McEwen (89021)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	LFF	1211	1.78	198	3.28	25	2.77	85	3.23	103	2.55	1622	1.98
		"PATHY, Suresh"	LFF	62	0.09	10	0.17	1	0.11	2	0.08	4	0.10	79	0.10
		"LUGG, John"	LFF	6	0.01	1	0.02	1	0.11	1	0.04	0	0.00	9	0.01
		Group Total	LFF	1279	1.87	209	3.47	27	3.00	88	3.34	107	2.65	1710	2.09
B		TICKET VOTES	DLP	1241	1.82	196	3.25	39	4.33	53	2.01	51	1.26	1580	1.93
		"MULHOLLAND, John"	DLP	36	0.05	10	0.17	0	0.00	1	0.04	1	0.02	48	0.06
		"CREA, Pat"	DLP	3	0.00	0	0.00	1	0.11	0	0.00	0	0.00	4	0.00
		"KING, Gail"	DLP	1	0.00	1	0.02	0	0.00	0	0.00	0	0.00	2	0.00
		"MAURUS, Rosemary"	DLP	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"WELLS, Ken"	DLP	5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		Group Total	DLP	1288	1.89	207	3.43	40	4.44	54	2.05	52	1.29	1641	2.01
C		TICKET VOTES	PCA	715	1.05	83	1.38	11	1.22	45	1.71	74	1.83	928	1.13
		"CLEARY, Phil"	PCA	139	0.20	15	0.25	0	0.00	6	0.23	11	0.27	171	0.21
		"ZOMBOLAS, Eileen"	PCA	1	0.00	0	0.00	0	0.00	1	0.04	0	0.00	2	0.00
		Group Total	PCA	855	1.25	98	1.63	11	1.22	52	1.97	85	2.11	1101	1.35
D		TICKET VOTES	CEC	46	0.07	3	0.05	0	0.00	3	0.11	5	0.12	57	0.07
		"ISHERWOOD, Noelene"	CEC	1	0.00	1	0.02	0	0.00	0	0.00	0	0.00	2	0.00
		"BARWICK, Robert"	CEC	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	CEC	49	0.07	4	0.07	0	0.00	3	0.11	5	0.12	61	0.07
E		TICKET VOTES		24	0.04	1	0.02	0	0.00	5	0.19	3	0.07	33	0.04
		"TOSCANO, Joseph"		0	0.00	0	0.00	0	0.00	0	0.00	1	0.02	1	0.00
		"REGHENZANI, Stephen"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		24	0.04	1	0.02	0	0.00	5	0.19	4	0.10	34	0.04
F		TICKET VOTES		19	0.03	4	0.07	0	0.00	3	0.11	0	0.00	26	0.03
		"RASKOVY, Steve"		3	0.00	1	0.02	0	0.00	0	0.00	0	0.00	4	0.00
		"KENNEDY, Elizabeth"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		22	0.03	5	0.08	0	0.00	3	0.11	0	0.00	30	0.04
G		TICKET VOTES	HAN	1911	2.80	160	2.65	23	2.55	98	3.72	183	4.54	2375	2.90
		"SPENCER, Robyn"	HAN	163	0.24	9	0.15	3	0.33	6	0.23	16	0.40	197	0.24
		"McINTYRE, Neville"	HAN	8	0.01	0	0.00	0	0.00	0	0.00	1	0.02	9	0.01
		Group Total	HAN	2082	3.05	169	2.80	26	2.89	104	3.95	200	4.96	2581	3.15
H		TICKET VOTES	LNP	28244	41.40	2317	38.42	296	32.85	1193	45.28	1803	44.68	33853	41.38
	#	"ALSTON, Richard Kenneth Robert"	LP	381	0.56	19	0.32	5	0.55	17	0.65	52	1.29	474	0.58
	#	"KEMP, Rod"	LP	10	0.01	2	0.03	0	0.00	1	0.04	1	0.02	14	0.02
	#	"PATTERSON, Kay"	LP	26	0.04	2	0.03	1	0.11	2	0.08	1	0.02	32	0.04
		"HAWKER, Tim"	NP	13	0.02	0	0.00	0	0.00	1	0.04	3	0.07	17	0.02
		"DE MARCHI, Dino"	LP	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00
		"TRAN, Duc-Dung"	LP	5	0.01	1	0.02	0	0.00	0	0.00	1	0.02	7	0.01
		Group Total	LNP	28683	42.05	2341	38.82	302	33.52	1214	46.07	1861	46.12	34401	42.05
I		TICKET VOTES	UNI	162	0.24	19	0.32	6	0.67	3	0.11	4	0.10	194	0.24
		"LEE, Wellington"	UNI	4	0.01	1	0.02	0	0.00	0	0.00	1	0.02	6	0.01
		"WOLOWSKI, Diana"	UNI	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"COPE, Bill"	UNI	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	UNI	167	0.24	20	0.33	6	0.67	3	0.11	5	0.12	201	0.25
J		TICKET VOTES		35	0.05	5	0.08	0	0.00	7	0.27	0	0.00	47	0.06
		"BAKER, A.T."		6	0.01	0	0.00	0	0.00	0	0.00	0	0.00	6	0.01
		"BARBER, Pam"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		41	0.06	5	0.08	0	0.00	7	0.27	0	0.00	53	0.06
K		TICKET VOTES	ALP	23653	34.67	1871	31.03	372	41.29	724	27.48	1266	31.38	27886	34.08
	#	"RAY, Robert"	ALP	281	0.41	27	0.45	5	0.55	15	0.57	19	0.47	347	0.42
	#	"MARSHALL, Gavin"	ALP	15	0.02	0	0.00	0	0.00	3	0.11	1	0.02	19	0.02
		"MURPHY, Ted"	ALP	18	0.03	1	0.02	0	0.00	2	0.08	1	0.02	22	0.03
		"CHONG, Robert"	ALP	17	0.02	1	0.02	0	0.00	2	0.08	0	0.00	20	0.02
		Group Total	ALP	23984	35.16	1900	31.51	377	41.84	746	28.31	1287	31.90	28294	34.58
L		TICKET VOTES	CTA	287	0.42	26	0.43	2	0.22	16	0.61	17	0.42	348	0.43
		"GRAHAM, Murray"	CTA	63	0.09	8	0.13	0	0.00	3	0.11	2	0.05	76	0.09
		"JAGO, Arnold Hartley"	CTA	6	0.01	3	0.05	0	0.00	0	0.00	0	0.00	9	0.01
		Group Total	CTA	356	0.52	37	0.61	2	0.22	19	0.72	19	0.47	433	0.53
M		TICKET VOTES	DEM	4217	6.18	503	8.34	55	6.10	160	6.07	205	5.08	5140	6.28
	#	"ALLISON, Lyn"	DEM	286	0.42	27	0.45	1	0.11	10	0.38	28	0.69	352	0.43
		"HARCOURT, Pierre"	DEM	5	0.01	0	0.00	0	0.00	0	0.00	1	0.02	6	0.01
		"WARK, David"	DEM	3	0.00	1	0.02	0	0.00	0	0.00	0	0.00	4	0.00
		"ALESICH, Simone"	DEM	12	0.02	2	0.03	0	0.00	0	0.00	1	0.02	15	0.02
		Group Total	DEM	4523	6.63	533	8.84	56	6.22	170	6.45	235	5.82	5517	6.74
N		TICKET VOTES		12	0.02	1	0.02	0	0.00	0	0.00	0	0.00	13	0.02
		"DAVIS, Craig"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"BROCAS, Donna"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		13	0.02	1	0.02	0	0.00	0	0.00	0	0.00	14	0.02
O		TICKET VOTES	HPA	90	0.13	13	0.22	1	0.11	3	0.11	8	0.20	115	0.14
		"PETHERBRIDGE, Tim"	HPA	14	0.02	0	0.00	0	0.00	1	0.04	0	0.00	15	0.02
		"POYNTON, Lee-anne"	HPA	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	HPA	104	0.15	13	0.22	1	0.11	4	0.15	8	0.20	130	0.16
P		TICKET VOTES	GRN	4149	6.08	423	7.01	48	5.33	126	4.78	141	3.49	4887	5.97
		"KINNEAR, Scott"	GRN	498	0.73	50	0.83	4	0.44	28	1.06	19	0.47	599	0.73
		"MULLANE, Eleisha"	GRN	18	0.03	2	0.03	1	0.11	0	0.00	2	0.05	23	0.03
		"MATHEW, Dinesh"	GRN	5	0.01	2	0.03	0	0.00	0	0.00	0	0.00	7	0.01
		"CONOR, Liz"	GRN	27	0.04	3	0.05	0	0.00	1	0.04	0	0.00	31	0.04
		Group Total	GRN	4697	6.89	480	7.96	53	5.88	155	5.88	162	4.01	5547	6.78
Q		TICKET VOTES		13	0.02	1	0.02	0	0.00	4	0.15	3	0.07	21	0.03
		"THORNE, Alison"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"PEART, Sarah"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"DEWBERRY, Tony"		1	0.00	1	0.02	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total		17	0.02	2	0.03	0	0.00	4	0.15	3	0.07	26	0.03
UNGROUPED															
		"FLOOD, Daniel"	IND	21	0.03	2	0.03	0	0.00	3	0.11	2	0.05	28	0.03
		"MASLOWSKI, Richard M."	IND	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"GNIESLAW, Isaac"	IND	9	0.01	3	0.05	0	0.00	1	0.04	0	0.00	13	0.02
		Ungrouped Total		30	0.04	5	0.08	0	0.00	4	0.15	2	0.05	41	0.05
			FORMAL	68214	94.49	6030	96.65	901	94.54	2635	98.36	4035	98.03	81815	94.94
			INFORMAL	3978	5.51	209	3.35	52	5.46	44	1.64	81	1.97	4364	5.06
			TOTAL	72192	83.77	6239	7.24	953	1.11	2679	3.11	4116	4.78	86179	96.81



McMillan (85551)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	LFF	1388	2.12	102	2.69	20	3.45	152	2.56	69	2.62	1731	2.21
		"PATHY, Suresh"	LFF	68	0.10	5	0.13	1	0.17	6	0.10	6	0.23	86	0.11
		"LUGG, John"	LFF	9	0.01	1	0.03	0	0.00	0	0.00	2	0.08	12	0.02
		Group Total	LFF	1465	2.24	108	2.85	21	3.62	158	2.66	77	2.92	1829	2.33
B		TICKET VOTES	DLP	1310	2.00	112	2.96	31	5.34	88	1.48	39	1.48	1580	2.01
		"MULHOLLAND, John"	DLP	44	0.07	5	0.13	1	0.17	1	0.02	3	0.11	54	0.07
		"CREA, Pat"	DLP	3	0.00	0	0.00	0	0.00	1	0.02	0	0.00	4	0.01
		"KING, Gail"	DLP	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"MAURUS, Rosemary"	DLP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"WELLS, Ken"	DLP	1	0.00	0	0.00	0	0.00	0	0.00	1	0.04	2	0.00
		Group Total	DLP	1362	2.08	117	3.09	32	5.52	90	1.52	43	1.63	1644	2.10
C		TICKET VOTES	PCA	537	0.82	42	1.11	5	0.86	81	1.37	30	1.14	695	0.89
		"CLEARY, Phil"	PCA	134	0.20	6	0.16	0	0.00	10	0.17	7	0.27	157	0.20
		"ZOMBOLAS, Eileen"	PCA	5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		Group Total	PCA	676	1.03	48	1.27	5	0.86	91	1.53	37	1.40	857	1.09
D		TICKET VOTES	CEC	59	0.09	0	0.00	1	0.17	3	0.05	1	0.04	64	0.08
		"ISHERWOOD, Noelene"	CEC	5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		"BARWICK, Robert"	CEC	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	CEC	65	0.10	0	0.00	1	0.17	3	0.05	1	0.04	70	0.09
E		TICKET VOTES		17	0.03	3	0.08	0	0.00	4	0.07	0	0.00	24	0.03
		"TOSCANO, Joseph"		2	0.00	0	0.00	0	0.00	0	0.00	2	0.08	4	0.01
		"REGHENZANI, Stephen"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		19	0.03	3	0.08	0	0.00	4	0.07	2	0.08	28	0.04
F		TICKET VOTES		29	0.04	1	0.03	0	0.00	3	0.05	1	0.04	34	0.04
		"RASKOVY, Steve"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"KENNEDY, Elizabeth"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total		30	0.05	1	0.03	0	0.00	3	0.05	1	0.04	35	0.04
G		TICKET VOTES	HAN	2561	3.91	125	3.30	24	4.14	258	4.35	122	4.63	3090	3.94
		"SPENCER, Robyn"	HAN	197	0.30	7	0.18	1	0.17	11	0.19	17	0.64	233	0.30
		"McINTYRE, Neville"	HAN	13	0.02	0	0.00	0	0.00	0	0.00	1	0.04	14	0.02
		Group Total	HAN	2771	4.23	132	3.48	25	4.31	269	4.53	140	5.31	3337	4.25
H		TICKET VOTES	LNP	26584	40.57	1399	36.92	167	28.79	2537	42.76	1111	42.13	31798	40.52
	#	"ALSTON, Richard Kenneth Robert"	LP	328	0.50	14	0.37	1	0.17	19	0.32	25	0.95	387	0.49
	#	"KEMP, Rod"	LP	14	0.02	1	0.03	0	0.00	0	0.00	0	0.00	15	0.02
	#	"PATTERSON, Kay"	LP	10	0.02	0	0.00	0	0.00	1	0.02	0	0.00	11	0.01
		"HAWKER, Tim"	NP	14	0.02	1	0.03	1	0.17	3	0.05	2	0.08	21	0.03
		"DE MARCHI, Dino"	LP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"TRAN, Duc-Dung"	LP	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.01
		Group Total	LNP	26955	41.14	1415	37.34	169	29.14	2560	43.15	1138	43.16	32237	41.08
I		TICKET VOTES	UNI	154	0.24	9	0.24	1	0.17	17	0.29	2	0.08	183	0.23
		"LEE, Wellington"	UNI	3	0.00	2	0.05	0	0.00	2	0.03	0	0.00	7	0.01
		"WOLOWSKI, Diana"	UNI	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"COPE, Bill"	UNI	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	UNI	157	0.24	11	0.29	1	0.17	19	0.32	2	0.08	190	0.24
J		TICKET VOTES		72	0.11	3	0.08	0	0.00	12	0.20	4	0.15	91	0.12
		"BAKER, A.T."		12	0.02	0	0.00	0	0.00	3	0.05	3	0.11	18	0.02
		"BARBER, Pam"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total		86	0.13	3	0.08	0	0.00	15	0.25	7	0.27	111	0.14
K		TICKET VOTES	ALP	24503	37.39	1222	32.25	258	44.48	2182	36.78	937	35.53	29102	37.09
	#	"RAY, Robert"	ALP	238	0.36	13	0.34	0	0.00	18	0.30	17	0.64	286	0.36
	#	"MARSHALL, Gavin"	ALP	15	0.02	1	0.03	0	0.00	1	0.02	1	0.04	18	0.02
		"MURPHY, Ted"	ALP	18	0.03	1	0.03	1	0.17	1	0.02	0	0.00	21	0.03
		"CHONG, Robert"	ALP	19	0.03	2	0.05	0	0.00	0	0.00	1	0.04	22	0.03
		Group Total	ALP	24793	37.84	1239	32.70	259	44.66	2202	37.11	956	36.25	29449	37.53
L		TICKET VOTES	CTA	335	0.51	22	0.58	2	0.34	25	0.42	15	0.57	399	0.51
		"GRAHAM, Murray"	CTA	81	0.12	1	0.03	0	0.00	3	0.05	6	0.23	91	0.12
		"JAGO, Arnold Hartley"	CTA	11	0.02	0	0.00	0	0.00	1	0.02	0	0.00	12	0.02
		Group Total	CTA	427	0.65	23	0.61	2	0.34	29	0.49	21	0.80	502	0.64
M		TICKET VOTES	DEM	3904	5.96	371	9.79	36	6.21	301	5.07	149	5.65	4761	6.07
	#	"ALLISON, Lyn"	DEM	243	0.37	15	0.40	2	0.34	20	0.34	12	0.46	292	0.37
		"HARCOURT, Pierre"	DEM	5	0.01	2	0.05	0	0.00	1	0.02	0	0.00	8	0.01
		"WARK, David"	DEM	4	0.01	2	0.05	0	0.00	0	0.00	1	0.04	7	0.01
		"ALESICH, Simone"	DEM	8	0.01	1	0.03	0	0.00	1	0.02	1	0.04	11	0.01
		Group Total	DEM	4164	6.35	391	10.32	38	6.55	323	5.44	163	6.18	5079	6.47
N		TICKET VOTES		18	0.03	2	0.05	0	0.00	4	0.07	1	0.04	25	0.03
		"DAVIS, Craig"		0	0.00	0	0.00	0	0.00	1	0.02	0	0.00	1	0.00
		"BROCAS, Donna"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		18	0.03	2	0.05	0	0.00	5	0.08	1	0.04	26	0.03
O		TICKET VOTES	HPA	66	0.10	5	0.13	1	0.17	3	0.05	2	0.08	77	0.10
		"PETHERBRIDGE, Tim"	HPA	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"POYNTON, Lee-anne"	HPA	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	HPA	67	0.10	5	0.13	1	0.17	3	0.05	2	0.08	78	0.10
P		TICKET VOTES	GRN	2143	3.27	252	6.65	22	3.79	134	2.26	39	1.48	2590	3.30
		"KINNEAR, Scott"	GRN	266	0.41	28	0.74	3	0.52	16	0.27	4	0.15	317	0.40
		"MULLANE, Eleisha"	GRN	7	0.01	1	0.03	0	0.00	1	0.02	1	0.04	10	0.01
		"MATHEW, Dinesh"	GRN	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"CONOR, Liz"	GRN	12	0.02	3	0.08	1	0.17	1	0.02	0	0.00	17	0.02
		Group Total	GRN	2431	3.71	284	7.50	26	4.48	152	2.56	44	1.67	2937	3.74
Q		TICKET VOTES		10	0.02	6	0.16	0	0.00	5	0.08	2	0.08	23	0.03
		"THORNE, Alison"		3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"PEART, Sarah"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"DEWBERRY, Tony"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total		15	0.02	6	0.16	0	0.00	5	0.08	2	0.08	28	0.04
UNGROUPED															
		"FLOOD, Daniel"	IND	18	0.03	0	0.00	0	0.00	0	0.00	0	0.00	18	0.02
		"MASLOWSKI, Richard M."	IND	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"GNIESLAW, Isaac"	IND	6	0.01	1	0.03	0	0.00	2	0.03	0	0.00	9	0.01
		Ungrouped Total		26	0.04	1	0.03	0	0.00	2	0.03	0	0.00	29	0.04
			FORMAL	65527	94.95	3789	97.33	580	95.39	5933	97.44	2637	98.07	78466	95.35
			INFORMAL	3498	5.07	104	2.67	28	4.61	156	2.56	52	1.93	3838	4.66
			TOTAL	69025	83.87	3893	4.73	608	0.74	6089	7.40	2689	3.27	82304	96.20



Mallee (81774)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	LFF	5419	8.46	232	6.52	34	8.17	412	8.36	202	8.23	6299	8.35
		"PATHY, Suresh"	LFF	149	0.23	9	0.25	0	0.00	5	0.10	3	0.12	166	0.22
		"LUGG, John"	LFF	23	0.04	1	0.03	0	0.00	0	0.00	1	0.04	25	0.03
		Group Total	LFF	5591	8.73	242	6.80	34	8.17	417	8.46	206	8.39	6490	8.61
B		TICKET VOTES	DLP	1375	2.15	73	2.05	21	5.05	120	2.44	26	1.06	1615	2.14
		"MULHOLLAND, John"	DLP	38	0.06	2	0.06	1	0.24	5	0.10	0	0.00	46	0.06
		"CREA, Pat"	DLP	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"KING, Gail"	DLP	3	0.00	0	0.00	0	0.00	1	0.02	0	0.00	4	0.01
		"MAURUS, Rosemary"	DLP	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"WELLS, Ken"	DLP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	DLP	1420	2.22	75	2.11	22	5.29	126	2.56	26	1.06	1669	2.21
C		TICKET VOTES	PCA	818	1.28	47	1.32	6	1.44	66	1.34	39	1.59	976	1.29
		"CLEARY, Phil"	PCA	74	0.12	1	0.03	0	0.00	4	0.08	4	0.16	83	0.11
		"ZOMBOLAS, Eileen"	PCA	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	PCA	892	1.39	48	1.35	6	1.44	70	1.42	43	1.75	1059	1.40
D		TICKET VOTES	CEC	67	0.10	0	0.00	3	0.72	4	0.08	3	0.12	77	0.10
		"ISHERWOOD, Noelene"	CEC	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.01
		"BARWICK, Robert"	CEC	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	CEC	71	0.11	0	0.00	3	0.72	4	0.08	3	0.12	81	0.11
E		TICKET VOTES		30	0.05	1	0.03	0	0.00	0	0.00	1	0.04	32	0.04
		"TOSCANO, Joseph"		3	0.00	1	0.03	0	0.00	0	0.00	0	0.00	4	0.01
		"REGHENZANI, Stephen"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total		35	0.05	2	0.06	0	0.00	0	0.00	1	0.04	38	0.05
F		TICKET VOTES		42	0.07	1	0.03	0	0.00	2	0.04	0	0.00	45	0.06
		"RASKOVY, Steve"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"KENNEDY, Elizabeth"		1	0.00	0	0.00	0	0.00	1	0.02	0	0.00	2	0.00
		Group Total		45	0.07	1	0.03	0	0.00	3	0.06	0	0.00	49	0.06
G		TICKET VOTES	HAN	5038	7.87	159	4.47	35	8.41	367	7.45	164	6.68	5763	7.64
		"SPENCER, Robyn"	HAN	236	0.37	13	0.37	0	0.00	9	0.18	18	0.73	276	0.37
		"McINTYRE, Neville"	HAN	44	0.07	0	0.00	0	0.00	4	0.08	1	0.04	49	0.06
		Group Total	HAN	5318	8.30	172	4.83	35	8.41	380	7.71	183	7.45	6088	8.07
H		TICKET VOTES	LNP	32140	50.18	1724	48.41	132	31.73	2439	49.50	1346	54.83	37781	50.10
	#	"ALSTON, Richard Kenneth Robert"	LP	228	0.36	12	0.34	0	0.00	18	0.37	17	0.69	275	0.36
	#	"KEMP, Rod"	LP	16	0.02	0	0.00	0	0.00	0	0.00	1	0.04	17	0.02
	#	"PATTERSON, Kay"	LP	13	0.02	1	0.03	0	0.00	0	0.00	0	0.00	14	0.02
		"HAWKER, Tim"	NP	60	0.09	6	0.17	0	0.00	4	0.08	7	0.29	77	0.10
		"DE MARCHI, Dino"	LP	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.01
