House of Representatives - 2001 Election: Western Australia																																			
Distribution of Preferences																																			
By Polling Place																																			
																																			
Kalgoorlie																																			
					HODDY			HAASE			BROWNING			SCOTT			MILLER			BURT			BUTSON			SMITH			PAYNE			MCCUMSTIE			
		TOTAL		0	0.00		0	0.00		2	50.00		0	0.00		0	0.00					2	50.00								0	0.00		4	
	FIFTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00									Excluded		0	
		TOTAL		0	0.00		0	0.00		2	50.00		0	0.00		0	0.00					2	50.00											4	
	SIXTH			0	0.00		1	50.00		0	0.00		1	50.00		0	0.00						Excluded											2	
		TOTAL		0	0.00		1	25.00		2	50.00		1	25.00		0	0.00																	4	
	SEVENTH				Excluded		0	0.00		0	0.00		0	0.00		0	0.00																	0	
		TOTAL					1	25.00		2	50.00		1	25.00		0	0.00																	4	
	EIGHTH						0	0.00		0	0.00		0	0.00			Excluded																	0	
		TOTAL					1	25.00		2	50.00		1	25.00																				4	
	NINTH						0	0.00		1	100.00			Excluded																				1	
		TOTAL					1	25.00		3	75.00																							4	
							Elected																												
																																			
Tom Price                                                      																																			
	FIRST			34	2.85		484	40.60		490	41.11		68	5.70		59	4.95		7	0.59		30	2.52		7	0.59		3	0.25		10	0.84		1192	
	SECOND			0	0.00		0	0.00		0	0.00		2	66.67		0	0.00		0	0.00		0	0.00		1	33.33			Excluded		0	0.00		3	
		TOTAL		34	2.85		484	40.60		490	41.11		70	5.87		59	4.95		7	0.59		30	2.52		8	0.67					10	0.84		1192	
	THIRD			1	14.29		1	14.29		0	0.00		1	14.29		1	14.29			Excluded		1	14.29		0	0.00					2	28.57		7	
		TOTAL		35	2.94		485	40.69		490	41.11		71	5.96		60	5.03					31	2.60		8	0.67					12	1.01		1192	
	FOURTH			0	0.00		0	0.00		2	25.00		1	12.50		1	12.50					2	25.00			Excluded					2	25.00		8	
		TOTAL		35	2.94		485	40.69		492	41.28		72	6.04		61	5.12					33	2.77								14	1.17		1192	
	FIFTH			2	14.29		7	50.00		1	7.14		0	0.00		1	7.14					3	21.43									Excluded		14	
		TOTAL		37	3.10		492	41.28		493	41.36		72	6.04		62	5.20					36	3.02											1192	
	SIXTH			10	27.78		8	22.22		4	11.11		5	13.89		9	25.00						Excluded											36	
		TOTAL		47	3.94		500	41.95		497	41.69		77	6.46		71	5.96																	1192	
	SEVENTH				Excluded		19	40.43		14	29.79		2	4.26		12	25.53																	47	
		TOTAL					519	43.54		511	42.87		79	6.63		83	6.96																	1192	
	EIGHTH						11	13.25		48	57.83		24	28.92			Excluded																	83	
		TOTAL					530	44.46		559	46.90		103	8.64																				1192	
	NINTH						44	42.72		59	57.28			Excluded																				103	
		TOTAL					574	48.15		618	51.85																							1192	
							Elected																												
																																			
Useless Loop                                                   																																			
	FIRST			0	0.00		21	51.22		12	29.27		3	7.32		1	2.44		1	2.44		2	4.88		1	2.44		0	0.00		0	0.00		41	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		0	0.00		21	51.22		12	29.27		3	7.32		1	2.44		1	2.44		2	4.88		1	2.44					0	0.00		41	
	THIRD			1	100.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00					0	0.00		1	
		TOTAL		1	2.44		21	51.22		12	29.27		3	7.32		1	2.44					2	4.88		1	2.44					0	0.00		41	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					1	100.00			Excluded					0	0.00		1	
		TOTAL		1	2.44		21	51.22		12	29.27		3	7.32		1	2.44					3	7.32								0	0.00		41	
	FIFTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00									Excluded		0	
		TOTAL		1	2.44		21	51.22		12	29.27		3	7.32		1	2.44					3	7.32											41	
	SIXTH			1	33.33		1	33.33		0	0.00		0	0.00		1	33.33						Excluded											3	
		TOTAL		2	4.88		22	53.66		12	29.27		3	7.32		2	4.88																	41	
	SEVENTH				Excluded		0	0.00		0	0.00		0	0.00		2	100.00																	2	
		TOTAL					22	53.66		12	29.27		3	7.32		4	9.76																	41	
	EIGHTH						1	25.00		2	50.00		1	25.00			Excluded																	4	
		TOTAL					23	56.10		14	34.15		4	9.76																				41	
	NINTH						2	50.00		2	50.00			Excluded																				4	
		TOTAL					25	60.98		16	39.02																							41	
							Elected																												
																																			
Wangkatjungka                                                  																																			
	FIRST			10	17.86		7	12.50		35	62.50		0	0.00		0	0.00		1	1.79		0	0.00		0	0.00		0	0.00		3	5.36		56	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		10	17.86		7	12.50		35	62.50		0	0.00		0	0.00		1	1.79		0	0.00		0	0.00					3	5.36		56	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00					1	100.00		1	
		TOTAL		10	17.86		7	12.50		35	62.50		0	0.00		0	0.00					0	0.00		0	0.00					4	7.14		56	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00			Excluded					0	0.00		0	
		TOTAL		10	17.86		7	12.50		35	62.50		0	0.00		0	0.00					0	0.00								4	7.14		56	
	FIFTH			1	25.00		1	25.00		0	0.00		0	0.00		0	0.00					2	50.00									Excluded		4	
		TOTAL		11	19.64		8	14.29		35	62.50		0	0.00		0	0.00					2	3.57											56	
	SIXTH			0	0.00		0	0.00		0	0.00		0	0.00		2	100.00						Excluded											2	
		TOTAL		11	19.64		8	14.29		35	62.50		0	0.00		2	3.57																	56	
	SEVENTH				Excluded		6	54.55		2	18.18		1	9.09		2	18.18																	11	
		TOTAL					14	25.00		37	66.07		1	1.79		4	7.14																	56	
	EIGHTH						1	25.00		1	25.00		2	50.00			Excluded																	4	
		TOTAL					15	26.79		38	67.86		3	5.36																				56	
	NINTH						0	0.00		3	100.00			Excluded																				3	
		TOTAL					15	26.79		41	73.21																							56	
							Elected																												
																																			
Warmun                                                         																																			
	FIRST			2	1.27		17	10.83		129	82.17		0	0.00		2	1.27		0	0.00		4	2.55		0	0.00		1	0.64		2	1.27		157	
	SECOND			1	100.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		3	1.91		17	10.83		129	82.17		0	0.00		2	1.27		0	0.00		4	2.55		0	0.00					2	1.27		157	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00					0	0.00		0	
		TOTAL		3	1.91		17	10.83		129	82.17		0	0.00		2	1.27					4	2.55		0	0.00					2	1.27		157	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00			Excluded					0	0.00		0	
		TOTAL		3	1.91		17	10.83		129	82.17		0	0.00		2	1.27					4	2.55								2	1.27		157	
	FIFTH			0	0.00		1	50.00		0	0.00		0	0.00		0	0.00					1	50.00									Excluded		2	
		TOTAL		3	1.91		18	11.46		129	82.17		0	0.00		2	1.27					5	3.18											157	
	SIXTH			0	0.00		0	0.00		2	40.00		1	20.00		2	40.00						Excluded											5	
		TOTAL		3	1.91		18	11.46		131	83.44		1	0.64		4	2.55																	157	
	SEVENTH				Excluded		2	66.67		1	33.33		0	0.00		0	0.00																	3	
		TOTAL					20	12.74		132	84.08		1	0.64		4	2.55																	157	
	EIGHTH						0	0.00		2	50.00		2	50.00			Excluded																	4	
		TOTAL					20	12.74		134	85.35		3	1.91																				157	
	NINTH						1	33.33		2	66.67			Excluded																				3	
		TOTAL					21	13.38		136	86.62																							157	
							Elected																												
																																			
Westonia                                                       																																			
	FIRST			1	1.33		56	74.67		5	6.67		6	8.00		0	0.00		0	0.00		1	1.33		0	0.00		0	0.00		6	8.00		75	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		1	1.33		56	74.67		5	6.67		6	8.00		0	0.00		0	0.00		1	1.33		0	0.00					6	8.00		75	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00					0	0.00		0	
		TOTAL		1	1.33		56	74.67		5	6.67		6	8.00		0	0.00					1	1.33		0	0.00					6	8.00		75	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00			Excluded					0	0.00		0	
		TOTAL		1	1.33		56	74.67		5	6.67		6	8.00		0	0.00					1	1.33								6	8.00		75	
	FIFTH			0	0.00		6	100.00		0	0.00		0	0.00		0	0.00					0	0.00									Excluded		6	
		TOTAL		1	1.33		62	82.67		5	6.67		6	8.00		0	0.00					1	1.33											75	
	SIXTH			0	0.00		0	0.00		1	100.00		0	0.00		0	0.00						Excluded											1	
		TOTAL		1	1.33		62	82.67		6	8.00		6	8.00		0	0.00																	75	
	SEVENTH				Excluded		1	100.00		0	0.00		0	0.00		0	0.00																	1	
		TOTAL					63	84.00		6	8.00		6	8.00		0	0.00																	75	
	EIGHTH						0	0.00		0	0.00		0	0.00			Excluded																	0	
		TOTAL					63	84.00		6	8.00		6	8.00																				75	
	NINTH						5	83.33		1	16.67			Excluded																				6	
		TOTAL					68	90.67		7	9.33																							75	
							Elected																												
																																			
Wickham                                                        																																			
	FIRST			19	2.61		323	44.31		232	31.82		86	11.80		25	3.43		7	0.96		27	3.70		3	0.41		0	0.00		7	0.96		729	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		19	2.61		323	44.31		232	31.82		86	11.80		25	3.43		7	0.96		27	3.70		3	0.41					7	0.96		729	
	THIRD			1	14.29		2	28.57		1	14.29		0	0.00		2	28.57			Excluded		0	0.00		0	0.00					1	14.29		7	
		TOTAL		20	2.74		325	44.58		233	31.96		86	11.80		27	3.70					27	3.70		3	0.41					8	1.10		729	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		1	33.33					2	66.67			Excluded					0	0.00		3	
		TOTAL		20	2.74		325	44.58		233	31.96		86	11.80		28	3.84					29	3.98								8	1.10		729	
	FIFTH			0	0.00		1	12.50		0	0.00		1	12.50		1	12.50					5	62.50									Excluded		8	
		TOTAL		20	2.74		326	44.72		233	31.96		87	11.93		29	3.98					34	4.66											729	
	SIXTH			5	14.71		7	20.59		8	23.53		6	17.65		8	23.53						Excluded											34	
		TOTAL		25	3.43		333	45.68		241	33.06		93	12.76		37	5.08																	729	
	SEVENTH				Excluded		11	44.00		3	12.00		2	8.00		9	36.00																	25	
		TOTAL					344	47.19		244	33.47		95	13.03		46	6.31																	729	
	EIGHTH						13	28.26		22	47.83		11	23.91			Excluded																	46	
		TOTAL					357	48.97		266	36.49		106	14.54																				729	
	NINTH						59	55.66		47	44.34			Excluded																				106	
		TOTAL					416	57.06		313	42.94																							729	
							Elected																												
																																			
Wiluna                                                         																																			
	FIRST			5	4.13		40	33.06		60	49.59		13	10.74		1	0.83		1	0.83		0	0.00		1	0.83		0	0.00		0	0.00		121	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		5	4.13		40	33.06		60	49.59		13	10.74		1	0.83		1	0.83		0	0.00		1	0.83					0	0.00		121	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		1	100.00			Excluded		0	0.00		0	0.00					0	0.00		1	
		TOTAL		5	4.13		40	33.06		60	49.59		13	10.74		2	1.65					0	0.00		1	0.83					0	0.00		121	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					1	100.00			Excluded					0	0.00		1	
		TOTAL		5	4.13		40	33.06		60	49.59		13	10.74		2	1.65					1	0.83								0	0.00		121	
	FIFTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00									Excluded		0	
		TOTAL		5	4.13		40	33.06		60	49.59		13	10.74		2	1.65					1	0.83											121	
	SIXTH			0	0.00		0	0.00		0	0.00		0	0.00		1	100.00						Excluded											1	
		TOTAL		5	4.13		40	33.06		60	49.59		13	10.74		3	2.48																	121	
	SEVENTH				Excluded		2	40.00		3	60.00		0	0.00		0	0.00																	5	
		TOTAL					42	34.71		63	52.07		13	10.74		3	2.48																	121	
	EIGHTH						0	0.00		0	0.00		3	100.00			Excluded																	3	
		TOTAL					42	34.71		63	52.07		16	13.22																				121	
	NINTH						8	50.00		8	50.00			Excluded																				16	
		TOTAL					50	41.32		71	58.68																							121	
							Elected																												
																																			
Wyndham                                                        																																			
	FIRST			9	2.53		93	26.12		196	55.06		26	7.30		12	3.37		6	1.69		7	1.97		0	0.00		0	0.00		7	1.97		356	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		9	2.53		93	26.12		196	55.06		26	7.30		12	3.37		6	1.69		7	1.97		0	0.00					7	1.97		356	
	THIRD			1	16.67		2	33.33		1	16.67		1	16.67		0	0.00			Excluded		1	16.67		0	0.00					0	0.00		6	
		TOTAL		10	2.81		95	26.69		197	55.34		27	7.58		12	3.37					8	2.25		0	0.00					7	1.97		356	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00			Excluded					0	0.00		0	
		TOTAL		10	2.81		95	26.69		197	55.34		27	7.58		12	3.37					8	2.25								7	1.97		356	
	FIFTH			0	0.00		3	42.86		4	57.14		0	0.00		0	0.00					0	0.00									Excluded		7	
		TOTAL		10	2.81		98	27.53		201	56.46		27	7.58		12	3.37					8	2.25											356	
	SIXTH			1	12.50		1	12.50		2	25.00		0	0.00		4	50.00						Excluded											8	
		TOTAL		11	3.09		99	27.81		203	57.02		27	7.58		16	4.49																	356	
	SEVENTH				Excluded		6	54.55		2	18.18		0	0.00		3	27.27																	11	
		TOTAL					105	29.49		205	57.58		27	7.58		19	5.34																	356	
	EIGHTH						2	10.53		15	78.95		2	10.53			Excluded																	19	
		TOTAL					107	30.06		220	61.80		29	8.15																				356	
	NINTH						16	55.17		13	44.83			Excluded																				29	
		TOTAL					123	34.55		233	65.45																							356	
							Elected																												
																																			
Yalgoo                                                         																																			
	FIRST			2	4.00		14	28.00		24	48.00		4	8.00		1	2.00		1	2.00		3	6.00		0	0.00		1	2.00		0	0.00		50	
	SECOND			0	0.00		0	0.00		0	0.00		1	100.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		2	4.00		14	28.00		24	48.00		5	10.00		1	2.00		1	2.00		3	6.00		0	0.00					0	0.00		50	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00					1	100.00		1	
		TOTAL		2	4.00		14	28.00		24	48.00		5	10.00		1	2.00					3	6.00		0	0.00					1	2.00		50	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00			Excluded					0	0.00		0	
		TOTAL		2	4.00		14	28.00		24	48.00		5	10.00		1	2.00					3	6.00								1	2.00		50	
	FIFTH			0	0.00		0	0.00		0	0.00		0	0.00		1	100.00					0	0.00									Excluded		1	
		TOTAL		2	4.00		14	28.00		24	48.00		5	10.00		2	4.00					3	6.00											50	
	SIXTH			0	0.00		0	0.00		2	66.67		1	33.33		0	0.00						Excluded											3	
		TOTAL		2	4.00		14	28.00		26	52.00		6	12.00		2	4.00																	50	
	SEVENTH				Excluded		0	0.00		1	50.00		0	0.00		1	50.00																	2	
		TOTAL					14	28.00		27	54.00		6	12.00		3	6.00																	50	
	EIGHTH						1	33.33		2	66.67		0	0.00			Excluded																	3	
		TOTAL					15	30.00		29	58.00		6	12.00																				50	
	NINTH						6	100.00		0	0.00			Excluded																				6	
		TOTAL					21	42.00		29	58.00																							50	
							Elected																												
																																			
Yandeyarra                                                     																																			
	FIRST			1	1.35		6	8.11		64	86.49		0	0.00		1	1.35		1	1.35		1	1.35		0	0.00		0	0.00		0	0.00		74	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		1	1.35		6	8.11		64	86.49		0	0.00		1	1.35		1	1.35		1	1.35		0	0.00					0	0.00		74	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		1	100.00		0	0.00					0	0.00		1	
		TOTAL		1	1.35		6	8.11		64	86.49		0	0.00		1	1.35					2	2.70		0	0.00					0	0.00		74	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00			Excluded					0	0.00		0	
		TOTAL		1	1.35		6	8.11		64	86.49		0	0.00		1	1.35					2	2.70								0	0.00		74	
	FIFTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00									Excluded		0	
		TOTAL		1	1.35		6	8.11		64	86.49		0	0.00		1	1.35					2	2.70											74	
	SIXTH			0	0.00		0	0.00		2	100.00		0	0.00		0	0.00						Excluded											2	
		TOTAL		1	1.35		6	8.11		66	89.19		0	0.00		1	1.35																	74	
	SEVENTH				Excluded		1	100.00		0	0.00		0	0.00		0	0.00																	1	
		TOTAL					7	9.46		66	89.19		0	0.00		1	1.35																	74	
	EIGHTH						0	0.00		1	100.00		0	0.00			Excluded																	1	
		TOTAL					7	9.46		67	90.54		0	0.00																				74	
	NINTH						0	0.00		0	0.00			Excluded																				0	
		TOTAL					7	9.46		67	90.54																							74	
							Elected																												
																																			
Yuna                                                           																																			
	FIRST			1	0.79		100	79.37		6	4.76		5	3.97		2	1.59		0	0.00		2	1.59		0	0.00		0	0.00		10	7.94		126	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		1	0.79		100	79.37		6	4.76		5	3.97		2	1.59		0	0.00		2	1.59		0	0.00					10	7.94		126	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00					0	0.00		0	
		TOTAL		1	0.79		100	79.37		6	4.76		5	3.97		2	1.59					2	1.59		0	0.00					10	7.94		126	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00			Excluded					0	0.00		0	
		TOTAL		1	0.79		100	79.37		6	4.76		5	3.97		2	1.59					2	1.59								10	7.94		126	
	FIFTH			0	0.00		10	100.00		0	0.00		0	0.00		0	0.00					0	0.00									Excluded		10	
		TOTAL		1	0.79		110	87.30		6	4.76		5	3.97		2	1.59					2	1.59											126	
	SIXTH			0	0.00		1	50.00		1	50.00		0	0.00		0	0.00						Excluded											2	
		TOTAL		1	0.79		111	88.10		7	5.56		5	3.97		2	1.59																	126	
	SEVENTH				Excluded		1	100.00		0	0.00		0	0.00		0	0.00																	1	
		TOTAL					112	88.89		7	5.56		5	3.97		2	1.59																	126	
	EIGHTH						1	50.00		0	0.00		1	50.00			Excluded																	2	
		TOTAL					113	89.68		7	5.56		6	4.76																				126	
	NINTH						5	83.33		1	16.67			Excluded																				6	
		TOTAL					118	93.65		8	6.35																							126	
							Elected																												
																																			
Special Hospital Team 1                                        																																			
	FIRST			1	4.55		10	45.45		9	40.91		1	4.55		1	4.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		22	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		1	4.55		10	45.45		9	40.91		1	4.55		1	4.55		0	0.00		0	0.00		0	0.00					0	0.00		22	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00					0	0.00		0	
		TOTAL		1	4.55		10	45.45		9	40.91		1	4.55		1	4.55					0	0.00		0	0.00					0	0.00		22	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00			Excluded					0	0.00		0	
		TOTAL		1	4.55		10	45.45		9	40.91		1	4.55		1	4.55					0	0.00								0	0.00		22	
	FIFTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00									Excluded		0	
		TOTAL		1	4.55		10	45.45		9	40.91		1	4.55		1	4.55					0	0.00											22	
	SIXTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00						Excluded											0	
		TOTAL		1	4.55		10	45.45		9	40.91		1	4.55		1	4.55																	22	
	SEVENTH				Excluded		1	100.00		0	0.00		0	0.00		0	0.00																	1	
		TOTAL					11	50.00		9	40.91		1	4.55		1	4.55																	22	
	EIGHTH						0	0.00		1	100.00		0	0.00			Excluded																	1	
		TOTAL					11	50.00		10	45.45		1	4.55																				22	
	NINTH						1	100.00		0	0.00			Excluded																				1	
		TOTAL					12	54.55		10	45.45																							22	
							Elected																												
